BOR;AN;FI;RS;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A26;DIM_A27;DIM_A18;DIM_A19;DIM_A20;DIM_A28;DIM_A29;DIM_A30;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A31;DIM_A25;DIM_A32
INFOMED;2024;620100750;CLINIQUE AMBROISE PARE;620000273;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;;1.77;;0.12;
INFOMED;2024;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;;0.94;0.94;0.03;0.03
INFOMED;2024;620101311;CLINIQUE DES 2 CAPS;620027763;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;;3.36;;0.2;
INFOMED;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;0;;2.12;;0.1;
INFOMED;2024;620102954;SSR FILIERIS BULLY LES MINES SURGEON;750050759;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;;0.39;;0.09;
INFOMED;2024;620105940;POLYCLINIQUE DU TERNOIS;620000950;0;1;0;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;1;620001834;1.5;;0.1;
INFOMED;2024;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;;;;;;;;1;;;1;;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;;1;;0.3;
INFOMED;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;;1;1;0.1;0.1
INFOMED;2024;620106203;SSR FILIERIS BRUAY BUISSIERE ROSERAIE;750050759;;;;;;;;;1;;;;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0.38;;0.09;
INFOMED;2024;620116046;CLINIQUE DES 7 VALLEES;620035303;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.5;0.5;0.07;0.03
INFOMED;2024;620117606;SSR FILIERIS AUCHEL LA MANAIE;750050759;;;;;;;;;1;;;;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;;0.74;0.74;0.15;0
INFOMED;2024;620118513;CENTRE MCO COTE D'OPALE;620002915;0;1;1;;;;0;1;1;;;;0;0;0;0;0;0;0;0;;;;;;;0;;2.53;2.11;0.41;
INFOMED;2024;630000016;CH DU MONT DORE;630180032;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;630000404;0.2;;;
INFOMED;2024;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;;0.9;;0;
INFOMED;2024;630000149;CH ETIENNE CLEMENTEL;630780302;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;630781011;1;1;0.2;0.2
INFOMED;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;;1;;;;;1;;;1;;;1;1;0;0;0;0;0;1;1;1;1;0;1;0;0;;21.66;17.12;2.85;
INFOMED;2024;630000412;CH D'AMBERT;630780997;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;;0.8;
INFOMED;2024;630000420;CH PAUL ARDIER ISSOIRE;630781003;;1;;;;;;;;;;;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;;1;1;0.7;0.7
INFOMED;2024;630000438;CH DE RIOM;630781011;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;;2;2;1;1
INFOMED;2024;630000446;CH DE THIERS;630781029;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;630000412;2.9;2.9;0.4;0
INFOMED;2024;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;0;1;0;;;;;;;;;;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;;6.83;;1;
INFOMED;2024;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;;;;;;;;1;;;;;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;;0.9;0.9;0;0
INFOMED;2024;630000560;CH BILLOM;630781367;1;0;0;;;;1;0;0;;;;0;0;0;0;0;;;1;1;0;0;0;0;;1;630780989;0.3;;0;
INFOMED;2024;630010296;HAD 63 - SERVICE HAD;630001188;;;;0;0;1;;;;;;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0.3;0.3
INFOMED;2024;630010510;CLINIQUE DES 6 LACS;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;630011823;SSR NUTRITION - OBESITE - UGECAM;870015336;;;;;;;;;1;;;;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;;0.3;;0.1;
INFOMED;2024;630780179;SSR ALTERIS DE CHANAT LA MOUTEYRE;630011534;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;;0;;1;;0.1;
INFOMED;2024;630780195;CHS TC PG INTRA-MUROS;630786754;;;;;;;;;;1;;;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;;4;0.3;0.59;
INFOMED;2024;630780211;POLE SANTE REPUBLIQUE;630000107;0;0;1;;;;;;;;;;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;;3.87;1.98;0.5;0.5
INFOMED;2024;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;630780369;CLINIQUE DE LA PLAINE;630000164;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;0;;1;1;0.1;0
INFOMED;2024;630780401;CLINIQUE PSYCHIATRIQUE DE L AUZON;630000172;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.05;;0.05;
INFOMED;2024;630780526;SSR LES SAPINS;630009991;;;;;;;;0;;;;;0;0;1;1;1;;;1;1;0;0;0;0;0;0;;0.33;0.1;;
INFOMED;2024;630780559;SSR MECS TZA-NOU - UGECAM;870015336;;;;;;;;;1;;;;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;;0.3;;0.1;
INFOMED;2024;630781417;CLINIQUE PSYCHIATRIQUE LES QUEYRIAUX;630000578;;;;;;;;;;;;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;;0.1;;;
INFOMED;2024;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;;;;;;;1;;;;;;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;0;;0;
INFOMED;2024;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;;1;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;4;;0.05;
INFOMED;2024;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;;;;;;;;;1;;;;0;0;0;1;1;0;0;;0;0;0;0;0;0;0;;1;;;
INFOMED;2024;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;;;;;;;0;1;0;;;;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0.3;0;0.5;0.5
INFOMED;2024;640000162;CH COTE BASQUE;640780417;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;1;1;1;0;1;0;1;1;640017638;7.14;;1.7;
INFOMED;2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;0;0;1;0;0;1;0;1;0;0;0;0;;0;0;1;1;0;0;0;0;0;0;0;0;1;1;640000600;1.8;1;0.1;0.1
INFOMED;2024;640000410;CENTRE HOSPITALIER OLORON;640780821;;;1;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640000600;2;2;0.2;0.1
INFOMED;2024;640000428;CENTRE HOSPITALIER DE MAULEON;640780839;;;1;;;;;;1;;;;0;0;0;0;0;;;1;1;0;0;1;0;1;1;640000600;0.4;;0.1;
INFOMED;2024;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;0;1;0;;;;;;;1;;;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;;2.03;1;0.8;0.2
INFOMED;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;0;1;0;1;0;0;0;1;0;;;;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;;5.6;4.5;2.3;2.3
INFOMED;2024;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;690780499;;;0.01;
INFOMED;2024;640005591;LES JEUNES CHENES;920030269;;;1;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;640010518;CLINIQUE D'URSUYA;640010468;;;;;;;1;;;;;;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;;;
INFOMED;2024;640013298;HAD BEARN ET SOULE;640011508;;;;;;1;;;;;;;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;;0.6;0.6;0.5;0.5
INFOMED;2024;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640010658;;1;;;;;;;;;;;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;;2.87;2.87;0.19;0.19
INFOMED;2024;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;1;1;640000162;1;;0.56;
INFOMED;2024;640018206;CLINIQUE BELHARRA;640012209;;;1;;;;;;;;;;0;0;0;0;0;;;0;0;0;;;;0;0;;3;3;0.7;0.7
INFOMED;2024;640018255;CLINIQUE CHATEAU CARADOC;640007019;;;;;;;;;;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;;0.1;;0.1;
INFOMED;2024;640018818;CENTRE DE SOINS LA NOUVELLE AQUITAINE;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;640020988;CENTRE AUTODIALYSE NEPHROCARE;640017612;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;690780499;;;0.01;
INFOMED;2024;640780185;CTRE. READAP. FONCT. LES EMBRUNS;640000089;;;;;;;0;0;1;;;;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;;1.3;1.3;0;0
INFOMED;2024;640780268;CLINIQUE DELAY;640000113;0;0;1;0;0;0;0;0;0;0;0;;1;1;0;1;1;0;0;1;1;1;1;0;0;1;0;;1.15;1.15;0;
INFOMED;2024;640780334;CLINIQUE D'AMADE;640017893;;;;;;;;;;;;1;0;0;0;1;1;0;0;0;;;;;;0;0;;0.2;;0.1;
INFOMED;2024;640780409;CLINIQUE MIRAMBEAU;640000154;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;;0.62;;0.06;
INFOMED;2024;640780490;CAPIO CLINIQUE AGUILERA;640000212;;;1;;;;;;1;;;;0;0;0;0;0;;;1;1;0;;;;0;0;;1.54;;0.48;
INFOMED;2024;640780557;CENTRE MEDICAL TOKI EDER;640000238;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;;0.86;0.86;0.08;
INFOMED;2024;640780581;CENTRE DE PNEUMOLOGIE LES TERRASSES;640000253;;;;;;;0;1;0;;;;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;1;1;;
INFOMED;2024;640780607;CLINIQUE LA MAISON BASQUE;330050899;;;;;;;0;0;1;;;;;;;1;1;;1;1;;1;1;;;;0;;0.5;;0.4;
INFOMED;2024;640780623;CENTRE MEDICAL ANNIE ENIA;640000287;0;0;1;;;;0;0;1;;;;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0.25;;0.05;
INFOMED;2024;640780631;CENTRE GRANCHER CYRANO;640000295;;0;;;0;;0;1;0;;;;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;0.8;0.6;0.1;
INFOMED;2024;640780649;CENTRE MEDICAL LANDOUZY;640000303;;;;;;;0;0;1;;;;0;0;0;1;1;0;0;1;1;1;0;1;0;1;0;;0.2;0;0.2;0
INFOMED;2024;640780672;CLINIQUE MARIENIA;640000337;0;0;1;;;;;1;;;;;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;;0.78;;0.1;
INFOMED;2024;640780714;SSR CONCHA BERRI;690793195;;;;;;;;1;;;;;0;0;0;1;1;0;0;0;;;;;;;0;;1;1;0;
INFOMED;2024;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;;1;;;;;;;;;;;0;0;1;1;1;;;0;0;0;0;0;0;0;0;;1.5;;1;
INFOMED;2024;640780938;POLYCLINIQUE PAU PYRENEES SITE MARZET;640000469;0;0;1;;;;0;0;1;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;4.82;;1;0
INFOMED;2024;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;0;0;0
INFOMED;2024;640781175;COLONIE SANITAIRE DES PEP;640790374;;;;;;;;;1;;;;0;0;0;0;0;;;1;1;1;;;;0;0;;0.05;;;
INFOMED;2024;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;;;1;;;;;;1;;;;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;;2;2;0.38;0.38
INFOMED;2024;640781308;CLINIQUE PRINCESS;920030269;;1;;;;;;;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;690780499;;;0.08;0
INFOMED;2024;640787149;CRF EN MILIEU THERMAL;640001681;;;;;;;;;1;;;;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;0.88;0.88;0.02;0.02
INFOMED;2024;640789426;CLINIQUE DE L'OSSAU;640003497;;;;;;;;1;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.2;;0.1;
INFOMED;2024;640790150;HOPITAL MARIN VILLE PARIS;750712184;;;;;;;;1;;;;;1;0;0;1;1;0;0;0;1;0;0;0;1;;0;;2.42;1;0.3;0.3
INFOMED;2024;650000045;CH TARBES LOURDES SITE LOURDES;650783160;0;0;1;;;;0;0;1;;;;1;0;0;0;0;1;1;1;0;0;1;1;1;0;1;650780166;2.4;0;0.95;0
INFOMED;2024;650000052;CH BAGNERES DE BIGORRE;650780166;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;;2.2;;1.24;
INFOMED;2024;650000060;CH LANNEMEZAN;650780174;;;;;;;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;;0.47;0;;
INFOMED;2024;650000078;CH LE MONTAIGU ASTUGUE;650780190;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;650780166;1;;0.2;
INFOMED;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;0;0;1;;;;0;0;1;;;;1;0;0;0;0;1;1;1;0;0;1;1;1;0;1;650780166;10.4;7.6;0.8;0.5
INFOMED;2024;650004799;GCS RESAPY HAD;650003148;;;;0;1;0;;;;;;;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0.1;0.1
INFOMED;2024;650780398;CSSR MGEN L'ARBIZON BAGNERE DE BIGORRE;750005068;;1;;;;;;1;;;;;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;230780082;1;1;0.2;
INFOMED;2024;650780679;POLYCL L'ORMEAU SITE CENTRE TARBES;650000243;0;0;1;;;;0;0;1;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;650780679;3.5;;0.52;
INFOMED;2024;650780729;CL REPUBLIQUE;650000276;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.15;;0.1;
INFOMED;2024;650780737;CL PIETAT BARBAZAN DEBAT;650000284;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;;0.2;0.2;0.1;
INFOMED;2024;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;320782758;4.02;2;0.85;0.65
INFOMED;2024;660000084;CH PERPIGNAN;660780180;;;1;;1;;;1;;;;;0;0;0;0;0;;;1;0;0;;;;0;0;;22.51;15.86;3.37;2.37
INFOMED;2024;660000092;CHS LEON JEAN GREGORY THUIR;660780198;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;660780198;1;0;1;0
INFOMED;2024;660000167;CH PRADES;660780271;0;1;0;;;;0;1;0;;;;0;0;0;0;0;1;1;1;1;0;;0;0;0;1;660780180;0.52;0.52;;
INFOMED;2024;660005166;CTRE CONVALESCENCE ST CHRISTOPHE PERPI;660786542;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;1;0;0;;0;0;0.1;0
INFOMED;2024;660006172;HAD MEDIHAD CABESTANY;660790379;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.3;0.3;0.1;0.1
INFOMED;2024;660006305;CL MUTUALISTE CATALANE PERPIGNAN;340028901;;1;;;;;;;;;;;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;;2;2;;
INFOMED;2024;660009689;GCS POLE SANITAIRE CERDAN ERR;660010059;0;0;1;;;;0;1;0;;;;1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;;0.5;0.5;0.1;0.1
INFOMED;2024;660010174;PSR BOUFFARD VERCELLI SITE CHPERPIGNAN;110786324;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;;2.3;2.3;0.15;0.15
INFOMED;2024;660010422;POLE PEDIATRIQUE CERDAGNE CABESTANY;590799730;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;0.1;0.1;0.1;0.1
INFOMED;2024;660780099;SSR CL AL SOLA MONTBOLO;660000043;;;;;;;0;0;1;;;;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;;0.2;;0.1;
INFOMED;2024;660780156;CSSR LE VALLESPIR LE BOULOU;340015171;;;;;;;1;;;;;;0;0;0;1;0;0;0;;;;;;;;1;;0.89;0.89;;
INFOMED;2024;660780321;POLE PEDIATRIQUE CERDAGNE OSSEJA;590799730;;;;;;;0;1;0;;;;0;0;1;1;1;1;0;0;0;0;;0;0;0;0;;0.1;0.1;0.1;0.1
INFOMED;2024;660780347;CL DU SOUFFLE LA SOLANE OSSEJA;660000183;;;;;;;1;1;;;;;0;1;0;1;1;0;1;1;0;0;1;0;0;0;0;;0.5;0.5;;
INFOMED;2024;660780628;CL DU VALLESPIR CERET;660000282;;;1;;;;;;;;;;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;;1;0.1;1;0.1
INFOMED;2024;660780636;CRF MER AIR SOLEIL COLLIOURE;920031788;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;660780669;POLYCL MEDITERRANEE PERPIGNAN;660000324;;1;;;;;;;;;;;1;0;0;;;0;0;0;0;0;0;0;0;0;0;;1;;0.2;
INFOMED;2024;660780735;CL DU ROUSSILLON PERPIGNAN;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;660780743;CL ST JOSEPH DE SUPERVALTECH ST ESTEVE;660000373;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;;0.5;0.5;0.2;
INFOMED;2024;660780776;CL ST MICHEL PRADES;660000399;;;1;;;;;;;;;;;;;1;;0;0;0;;;;;;;0;;2;;0.5;
INFOMED;2024;660780784;CL ST PIERRE PERPIGNAN;660000407;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;;3.12;;0.5;
INFOMED;2024;660780800;SMR SOLEIL CERDAN OSSEJA;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;660780842;CL VAL PYRENE FONT ROMEU;660000431;;;;;;;0;0;1;;;;0;0;0;0;0;;;1;1;1;1;1;1;0;0;;0.2;0.2;0.1;0.1
INFOMED;2024;660781097;CL SSR SUNNY COTTAGE AMELIE LES BAINS;660000506;;;;;;;;;1;;;;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;;0.25;;0.1;
INFOMED;2024;660781287;CRF LE FLORIDE LE BARCARES;660000621;;;;;;;0;0;1;;;;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;1;0;0.1;0
INFOMED;2024;660790163;CL LA PINEDE ST ESTEVE;920031796;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.77;;0.1;
INFOMED;2024;660790387;POLYCL MEDIPOLE ST ROCH CABESTANY;660790379;0;0;1;0;0;1;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;2;2;0.2;0.2
INFOMED;2024;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;;34.04;25.84;7;4
INFOMED;2024;670000041;HOPITAL LA GRAFENBOURG;670780071;;;;;;;1;;;;;;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;;;;;
INFOMED;2024;670000058;EPSAN BRUMATH;670013366;;;;;;;;;;1;;;0;0;0;0;0;;;0;0;0;;;;0;0;;1;;1;
INFOMED;2024;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;;1;;;;;;;1;;;;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;;7.59;6.5;3.55;2.5
INFOMED;2024;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;;;1;;;;1;;;;;;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;;4.59;2;1;1
INFOMED;2024;670000215;HOPITAL DU NEUENBERG;680000643;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;;;;;;;1;670780543;0.8;;0.2;
INFOMED;2024;670000249;CENTRE SSR CHATEAU WALK;680000643;;;;;;;0;1;0;;;;0;0;1;1;1;0;0;0;;;;;;;1;670780337;;;;
INFOMED;2024;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;;;1;;;;;;1;;;;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;670780337;1.5;;0.73;
INFOMED;2024;670000306;CENTRE HOSPITALIER DÉPARTEMENTAL;670780584;1;;;;;;1;;;;;;0;0;0;1;1;;;0;0;0;;;;0;1;670780337;0.2;;0.3;
INFOMED;2024;670000348;HOPITAL LOCAL DE MOLSHEIM;670780642;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;;;;;;0;0;;;;0.9;
INFOMED;2024;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;680000973;3;;0.78;
INFOMED;2024;670000413;HOPITAL LOCAL D'ERSTEIN;670780717;;;;;;;;;1;;;;1;0;1;1;1;0;0;1;0;0;0;0;0;0;1;670781152;;;0.09;0.07
INFOMED;2024;670000603;CENTRE HOSPITALIER D'ERSTEIN;670781152;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;;1;1;0.8;0.8
INFOMED;2024;670002187;CENTRE D'AUTODIALYSE AURAL BERGSON;670000652;;1;;;;;;;;;;;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;;0.29;0.29;;
INFOMED;2024;670002278;CLINIQUE DU RIED;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;670005479;HAD AURAL BERGSON;670000652;;;;;1;;;;;;;;0;0;0;1;1;0;0;0;;;;;;1;0;;0.93;0.93;;
INFOMED;2024;670008838;HAD NORD ALSACE- FONDATION ST FRANÇOIS;670000785;;;1;;;1;;;;;;;0;0;0;1;1;;;1;1;0;0;0;0;1;0;;0.5;0.5;0.03;0.03
INFOMED;2024;670013325;CTRE AUTONOME D'ENDOSC DIGESTIVE AMBUL;670013317;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;;0.1;0;0;0
INFOMED;2024;670013754;UGECAM ALSACE;670013754;;;1;;;;;;1;;1;;0;0;0;0;0;;;1;1;0;;;;1;0;;5.73;;0.77;
INFOMED;2024;670014992;MAISON DE SANTE AMRESO BETHEL;670780139;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;;;;;1;670000157;;;;
INFOMED;2024;670017458;CLINIQUE RHENA ASSOCIATION;670017441;;;1;;;;;;1;;;;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;1.24;0;0.13;0
INFOMED;2024;670018068;CLINIQUE RHENA GCS ES;670017847;;;1;;;;;;;;;;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;9.04;0;0.95;0
INFOMED;2024;670018449;HOPITAL DE JOUR ABRAPA;670792340;;;;;;;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;1
INFOMED;2024;670019983;POLE MEDICAL DE L'ILL EUROPSY;920034139;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;670020098;GCS ICANS SITE HTP2/ICANS - ET EXPL;670016914;;;1;;;;;;;;;;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;;1.96;1.96;0.17;0.17
INFOMED;2024;670780170;CLINIQUE DE L'ORANGERIE;670000116;;1;;;;;1;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;;2.57;;0.7;
INFOMED;2024;670780188;CLINIQUE SAINTE-BARBE;670014604;;;1;;;;;;;;;;0;;0;;;;;;;;;;;;0;;7;;1;
INFOMED;2024;670780378;CLINIQUE SAINT-FRANÇOIS;670000785;0;0;1;0;0;1;;;;;;;1;0;0;1;1;0;0;1;1;0;1;1;;1;0;;3.1;3.1;0.05;0.05
