BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT;DIALYSE_AA100;DIALYSE_AA101
DIALYSE;2024;600109748;UNITE DE DIALYSE DE BEAUVAIS;590799995;1130X;;;;8;32;3852;;;;;;;
DIALYSE;2024;600109748;UNITE DE DIALYSE DE BEAUVAIS;590799995;1140X;;;;6;23;3364;;;;;;;
DIALYSE;2024;600110399;AUTODIALYSE LA DIALOISE NOYON;600010201;112AX;;;;1;0;0;;;;;;;
DIALYSE;2024;600110399;AUTODIALYSE LA DIALOISE NOYON;600010201;1130X;;;;7;31;4087;;;;;;;
DIALYSE;2024;600110399;AUTODIALYSE LA DIALOISE NOYON;600010201;1140X;;;;1;0;0;;;;;;;
DIALYSE;2024;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;112AX;;;;2;0;3;;;;;;;
DIALYSE;2024;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1130X;;;;25;51;7657;;;;;;;
DIALYSE;2024;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1140X;;;;7;6;1420;;;;;;;
DIALYSE;2024;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1150A;;;;1;1;391;;;;;;;
DIALYSE;2024;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1210;;;;;3;;;;246;;;;
DIALYSE;2024;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;121AX;;;;;2;;;;171;;;;
DIALYSE;2024;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;121CX;;;;1;1;;;;75;;;;
DIALYSE;2024;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;122AX;;;;1;0;;;;10;;;;
DIALYSE;2024;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;610000051;CHICAM - SITE ALENCON;610780082;112AX;;;;1;0;29;;;;;;;
DIALYSE;2024;610000051;CHICAM - SITE ALENCON;610780082;112BA;;;;17;96;7723;;;;;;;
DIALYSE;2024;610000051;CHICAM - SITE ALENCON;610780082;1150A;;;;1;0;;;;;;;;
DIALYSE;2024;610000051;CHICAM - SITE ALENCON;610780082;1210;;;;;6;;;;7;;;;
DIALYSE;2024;610000051;CHICAM - SITE ALENCON;610780082;121AX;;;;;3;;;;4;;;;
DIALYSE;2024;610000051;CHICAM - SITE ALENCON;610780082;121CX;;;;3;3;;;;3;;;;
DIALYSE;2024;610000051;CHICAM - SITE ALENCON;610780082;122AX;;;;2;1;;;;56;;;;
DIALYSE;2024;610000051;CHICAM - SITE ALENCON;610780082;122BX;;;;1;0;;;;22;;;;
DIALYSE;2024;610000051;CHICAM - SITE ALENCON;610780082;TOT;0;;;;;;838;1;;25;5;1;1
DIALYSE;2024;610000051;CHICAM - SITE ALENCON;610780082;VACAN;;;;0;;1;;;;;;;
DIALYSE;2024;610000119;CH JACQUES MONOD - FLERS;610780165;112BA;;;;10;;4255;;;;;;;
DIALYSE;2024;610000119;CH JACQUES MONOD - FLERS;610780165;122AX;;;;1;;;;;11;;;;
DIALYSE;2024;610000119;CH JACQUES MONOD - FLERS;610780165;TOT;0;;;;;;709;;;;;1;1
DIALYSE;2024;610006710;ANIDER - ARGENTAN;140000852;1140X;;;;4;8;1301;;;;;;;
DIALYSE;2024;610006728;ANIDER - ALENCON;140000852;1130X;;;;12;42;6593;;;;;;;
DIALYSE;2024;610006728;ANIDER - ALENCON;140000852;1150A;;;;3;3;842;;;;;;;
DIALYSE;2024;610006728;ANIDER - ALENCON;140000852;1210;;;;;5;;;;248;;;;
DIALYSE;2024;610006728;ANIDER - ALENCON;140000852;121AX;;;;;3;;;;152;;;;
DIALYSE;2024;610006728;ANIDER - ALENCON;140000852;121CX;;;;2;2;;;;96;;;;
DIALYSE;2024;610006728;ANIDER - ALENCON;140000852;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;610006736;ANIDER - FLERS;140000852;1130X;;;;8;28;4298;;;;;;;
DIALYSE;2024;610006736;ANIDER - FLERS;140000852;1140X;;;;4;10;1493;;;;;;;
DIALYSE;2024;610006736;ANIDER - FLERS;140000852;1150A;;;;2;2;508;;;;;;;
DIALYSE;2024;610006736;ANIDER - FLERS;140000852;1210;;;;;15;;;;789;;;;
DIALYSE;2024;610006736;ANIDER - FLERS;140000852;121AX;;;;;12;;;;610;;;;
DIALYSE;2024;610006736;ANIDER - FLERS;140000852;121CX;;;;3;3;;;;179;;;;
DIALYSE;2024;610006736;ANIDER - FLERS;140000852;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;620000034;CH ARRAS;620100057;112AX;;;;1;2;24;;;;;;;
DIALYSE;2024;620000034;CH ARRAS;620100057;112BA;;;;20;20;12372;;;;;;;
DIALYSE;2024;620000034;CH ARRAS;620100057;1130X;;;;8;8;1053;;;;;;;
DIALYSE;2024;620000034;CH ARRAS;620100057;1140X;;;;1;9;14;;;;;;;
DIALYSE;2024;620000034;CH ARRAS;620100057;1150A;;;;1;3;;;;;;;;
DIALYSE;2024;620000034;CH ARRAS;620100057;1210;;;;;9;;;;14;;;;
DIALYSE;2024;620000034;CH ARRAS;620100057;121AX;;;;;7;;;;14;;;;
DIALYSE;2024;620000034;CH ARRAS;620100057;121CX;;;;1;2;;;;0;;;;
DIALYSE;2024;620000034;CH ARRAS;620100057;122AX;;;;1;3;;;;21;;;;
DIALYSE;2024;620000034;CH ARRAS;620100057;122BX;;;;1;9;;;;104;;;;
DIALYSE;2024;620000034;CH ARRAS;620100057;TOT;1;1;8;;;;829;2;;46;5;1;1
DIALYSE;2024;620000034;CH ARRAS;620100057;VACAN;;;;1;2;3;;;;;;;
DIALYSE;2024;620000224;CH BETHUNE;620100651;112AX;;;;2;;294;;;;;;;
DIALYSE;2024;620000224;CH BETHUNE;620100651;112BA;;;;22;;13399;;;;;;;
DIALYSE;2024;620000224;CH BETHUNE;620100651;122AX;;;;2;;;;;32;;;;
DIALYSE;2024;620000224;CH BETHUNE;620100651;122BX;;;;2;;;;;427;;;;
DIALYSE;2024;620000224;CH BETHUNE;620100651;TOT;0;;;;;;1737;;;;;1;1
DIALYSE;2024;620000257;CH LENS;620100685;112AX;;;;1;;41;;;;;;;
DIALYSE;2024;620000257;CH LENS;620100685;112BA;;;;9;;2548;;;;;;;
DIALYSE;2024;620000257;CH LENS;620100685;1130X;;;;8;;2608;;;;;;;
DIALYSE;2024;620000257;CH LENS;620100685;TOT;0;;;;;;193;;;;;1;0
DIALYSE;2024;620000653;CH BOULOGNE-SUR-MER;620103440;112AX;;;;2;;30;;;;;;;
DIALYSE;2024;620000653;CH BOULOGNE-SUR-MER;620103440;112BA;;;;21;;15448;;;;;;;
DIALYSE;2024;620000653;CH BOULOGNE-SUR-MER;620103440;1130X;;;;6;;1123;;;;;;;
DIALYSE;2024;620000653;CH BOULOGNE-SUR-MER;620103440;122AX;;;;4;10;;;;167;;;;
DIALYSE;2024;620000653;CH BOULOGNE-SUR-MER;620103440;122BX;;;;4;9;;;;592;;;;
DIALYSE;2024;620000653;CH BOULOGNE-SUR-MER;620103440;TOT;1;2;;;;;1651;;;111;16;1;1
DIALYSE;2024;620010058;UNITE DE DIALYSE DE COQUELLES;590799995;1130X;;;;4;20;3008;;;;;;;
DIALYSE;2024;620010058;UNITE DE DIALYSE DE COQUELLES;590799995;1140X;;;;10;36;5591;;;;;;;
DIALYSE;2024;620011338;UNITE DE DIALYSE DE BERCK;590799995;1130X;;;;9;25;3520;;;;;;;
DIALYSE;2024;620011338;UNITE DE DIALYSE DE BERCK;590799995;1140X;;;;3;12;1977;;;;;;;
DIALYSE;2024;620011338;UNITE DE DIALYSE DE BERCK;590799995;VACAN;;;;6;0;821;;;;;;;
DIALYSE;2024;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;1150A;;;;10;14;3528;;;;;;;
DIALYSE;2024;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;1210;;;;;94;;;;4775;;;;
DIALYSE;2024;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;121AX;;;;;60;;;;3023;;;;
DIALYSE;2024;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;121CX;;;;34;34;;;;1752;;;;
DIALYSE;2024;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;TOT;0;;;;;;;;;;44;0;1
DIALYSE;2024;620020636;CTRE D'AUTODIALYSE ADH DE ST-POL;620112581;1130X;;;;9;17;2850;;;;;;;
DIALYSE;2024;620020636;CTRE D'AUTODIALYSE ADH DE ST-POL;620112581;TOT;1;1;17;;;;;2;;4;;0;0
DIALYSE;2024;620024208;NEPHROCARE HELFAUT;620002352;112AX;;;;2;0;737;;;;;;;
DIALYSE;2024;620024208;NEPHROCARE HELFAUT;620002352;112BA;;;;16;54;8227;;;;;;;
DIALYSE;2024;620024208;NEPHROCARE HELFAUT;620002352;1130X;;;;12;37;5851;;;;;;;
DIALYSE;2024;620024208;NEPHROCARE HELFAUT;620002352;1140X;;;;12;6;891;;;;;;;
DIALYSE;2024;620024208;NEPHROCARE HELFAUT;620002352;1150A;;;;1;1;71;;;;;;;
DIALYSE;2024;620024208;NEPHROCARE HELFAUT;620002352;122AX;;;;2;;;;;0;;;;
DIALYSE;2024;620024208;NEPHROCARE HELFAUT;620002352;TOT;0;;;;;;0;2;;21;;1;1
DIALYSE;2024;620025494;CTRE AUTODIALYSE & UNITE DIALY MED ADH;620112581;1130X;;;;10;43;6438;;;;;;;
DIALYSE;2024;620025494;CTRE AUTODIALYSE & UNITE DIALY MED ADH;620112581;1140X;;;;11;35;5381;;;;;;;
DIALYSE;2024;620025494;CTRE AUTODIALYSE & UNITE DIALY MED ADH;620112581;TOT;1;1;43;;;;;2;;28;;0;0
DIALYSE;2024;620026997;UNITE DE DIALYSE DE SAINT-LEONARD;590799995;1140X;;;;12;36;5283;;;;;;;
DIALYSE;2024;620031096;CENTRE D'AUTODIALYSE ADH DE OIGNIES;620112581;1130X;;;;10;19;2956;;;;;;;
DIALYSE;2024;620031096;CENTRE D'AUTODIALYSE ADH DE OIGNIES;620112581;TOT;1;1;19;;;;;2;;3;;0;0
DIALYSE;2024;620032706;CENTRE D'AUTODIALYSE ADH DE ST VENANT;620112581;1140X;;;;11;17;2459;;;;;;;
DIALYSE;2024;620032706;CENTRE D'AUTODIALYSE ADH DE ST VENANT;620112581;TOT;0;;;;;;;2;;3;;0;0
DIALYSE;2024;620033753;ETABLISSEMENT SITE CHAM;620103440;112BA;;;;12;40;6152;;;;;;;
DIALYSE;2024;620033753;ETABLISSEMENT SITE CHAM;620103440;TOT;0;;;;;;0;;;;;1;0
DIALYSE;2024;620033795;SANTELYS DIALYSE À DOMICILE BOULOGNE/M;590799995;1150A;;;;4;4;935;;;;;;;
DIALYSE;2024;620033795;SANTELYS DIALYSE À DOMICILE BOULOGNE/M;590799995;1210;;;;;25;;;;1190;;;;
DIALYSE;2024;620033795;SANTELYS DIALYSE À DOMICILE BOULOGNE/M;590799995;121AX;;;;;21;;;;954;;;;
DIALYSE;2024;620033795;SANTELYS DIALYSE À DOMICILE BOULOGNE/M;590799995;121CX;;;;4;4;;;;236;;;;
DIALYSE;2024;620033795;SANTELYS DIALYSE À DOMICILE BOULOGNE/M;590799995;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;620033829;HEMODIALYSE SITE CH CALAIS;620103440;112BA;;;;12;47;7470;;;;;;;
DIALYSE;2024;620033829;HEMODIALYSE SITE CH CALAIS;620103440;TOT;0;;;;;;0;;;;;1;0
DIALYSE;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;112AX;;;;1;0;109;;;;;;;
DIALYSE;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;112BA;;;;43;137;21358;;;;;;;
DIALYSE;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1130X;;;;43;33;6510;;;;;;;
DIALYSE;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1150A;;;;3;;;;;;;;;
DIALYSE;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1210;;;;;0;;;;16;;;;
DIALYSE;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;121AX;;;;;0;;;;11;;;;
DIALYSE;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;121CX;;;;2;0;;;;5;;;;
DIALYSE;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;122AX;;;;2;0;;;;56;;;;
DIALYSE;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;122BX;;;;2;0;;;;22;;;;
DIALYSE;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;TOT;0;;;;;;1097;1;;38;1;1;1
DIALYSE;2024;620115170;CTRE D'ENTRAIN AUTODIALYSE ST-NICOLAS;620112581;1140X;;;;15;49;7897;;;;;;;
DIALYSE;2024;620115170;CTRE D'ENTRAIN AUTODIALYSE ST-NICOLAS;620112581;TOT;0;;;;;;;2;;22;;0;0
DIALYSE;2024;620115410;CENTRE D'AUTODIALYSE ADH DE LENS;620112581;1140X;;;;11;30;4718;;;;;;;
DIALYSE;2024;620115410;CENTRE D'AUTODIALYSE ADH DE LENS;620112581;TOT;0;;;;;;;2;;7;;0;0
DIALYSE;2024;620117309;CTRE D'AUTODIALYSE ADH SITE ECOPAC;620112581;1140X;;;;11;22;3062;;;;;;;
DIALYSE;2024;620117309;CTRE D'AUTODIALYSE ADH SITE ECOPAC;620112581;TOT;0;;;;;;;2;;2;;0;0
DIALYSE;2024;620117325;CENTRE D'AUTODIALYSE ADH DE DIVION;620112581;1130X;;;;8;31;4599;;;;;;;
DIALYSE;2024;620117325;CENTRE D'AUTODIALYSE ADH DE DIVION;620112581;1140X;;;;10;28;4356;;;;;;;
DIALYSE;2024;620117325;CENTRE D'AUTODIALYSE ADH DE DIVION;620112581;TOT;1;1;31;;;;;2;;11;;0;0
DIALYSE;2024;620117812;CTRE D'AUTODIALYSE ADH DE LIEVIN;620112581;1140X;;;;11;36;5336;;;;;;;
DIALYSE;2024;620117812;CTRE D'AUTODIALYSE ADH DE LIEVIN;620112581;TOT;0;;;;;;;2;;14;;0;0
DIALYSE;2024;620120063;CENTRE AUTODIALYSE AIRE/LA LYS;620112581;1140X;;;;8;6;1039;;;;;;;
DIALYSE;2024;620120063;CENTRE AUTODIALYSE AIRE/LA LYS;620112581;TOT;0;;;;;;;1;;0;;0;0
DIALYSE;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;112BA;;;;24;;13979;;;;;;;
DIALYSE;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;112BE;;;;0;;1;;;;;;;
DIALYSE;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;TOT;0;;;;;;1390;;;;;1;0
DIALYSE;2024;630005668;AURA SANTE CLERMONT-FERRAND;630000990;112BA;;;;23;95;13501;;;;;;;
DIALYSE;2024;630005668;AURA SANTE CLERMONT-FERRAND;630000990;TOT;0;;;;;;;;;68;;1;0
DIALYSE;2024;630007698;AURA SANTE AMBERT;630000990;112AX;;;;1;;103;;;;;;;
DIALYSE;2024;630007698;AURA SANTE AMBERT;630000990;1130X;;;;4;18;2606;;;;;;;
DIALYSE;2024;630007698;AURA SANTE AMBERT;630000990;1140X;;;;3;;;;;;;;;
DIALYSE;2024;630007698;AURA SANTE AMBERT;630000990;TOT;0;;;;;;;;;2;;0;0
DIALYSE;2024;630007748;AURA SANTE ISSOIRE;630000990;112AX;;;;1;1;42;;;;;;;
DIALYSE;2024;630007748;AURA SANTE ISSOIRE;630000990;1130X;;;;6;22;3814;;;;;;;
DIALYSE;2024;630007748;AURA SANTE ISSOIRE;630000990;1140X;;;;1;;8;;;;;;;
DIALYSE;2024;630007789;AURA SANTE MONT-DORE;630000990;112AX;;;;1;;34;;;;;;;
DIALYSE;2024;630007789;AURA SANTE MONT-DORE;630000990;1140X;;;;4;6;1120;;;;;;;
DIALYSE;2024;630007839;AURA SANTE RIOM;630000990;112AX;;;;1;1;31;;;;;;;
DIALYSE;2024;630007839;AURA SANTE RIOM;630000990;1130X;;;;6;29;4527;;;;;;;
DIALYSE;2024;630007839;AURA SANTE RIOM;630000990;1140X;;;;1;;23;;;;;;;
DIALYSE;2024;630007839;AURA SANTE RIOM;630000990;TOT;0;;;;;;;;;3;;0;0
DIALYSE;2024;630007888;AURA SANTE THIERS;630000990;112AX;;;;1;;2;;;;;;;
DIALYSE;2024;630007888;AURA SANTE THIERS;630000990;1130X;;;;6;20;3395;;;;;;;
DIALYSE;2024;630007888;AURA SANTE THIERS;630000990;1140X;;;;1;;16;;;;;;;
DIALYSE;2024;630781268;HOPITAL ESTAING - CHU63;630780989;112BE;;;;1;;0;;;;;;;
DIALYSE;2024;630781268;HOPITAL ESTAING - CHU63;630780989;TOT;0;;;;;;44;;;;;1;0
DIALYSE;2024;630784742;AURA SANTE CHAMALIERES;630000990;112AX;;;;5;5;1314;;;;;;;
DIALYSE;2024;630784742;AURA SANTE CHAMALIERES;630000990;1130X;;;;13;97;13697;;;;;;;
DIALYSE;2024;630784742;AURA SANTE CHAMALIERES;630000990;1140X;;;;9;13;2110;;;;;;;
DIALYSE;2024;630784742;AURA SANTE CHAMALIERES;630000990;1150A;;;;1;2;277;;;;;;;
DIALYSE;2024;630784742;AURA SANTE CHAMALIERES;630000990;1210;;;;;26;;;;1379;;;;
DIALYSE;2024;630784742;AURA SANTE CHAMALIERES;630000990;121AX;;;;;11;;;;598;;;;
DIALYSE;2024;630784742;AURA SANTE CHAMALIERES;630000990;121CX;;;;18;15;;;;781;;;;
DIALYSE;2024;630784742;AURA SANTE CHAMALIERES;630000990;122AX;;;;1;4;;;;280;;;;
DIALYSE;2024;630784742;AURA SANTE CHAMALIERES;630000990;TOT;0;;;;;;;;;26;7;0;1
DIALYSE;2024;640000162;CH COTE BASQUE;640780417;112AX;;;;3;;65;;;;;;;
DIALYSE;2024;640000162;CH COTE BASQUE;640780417;112BA;;;;16;;9049;;;;;;;
DIALYSE;2024;640000162;CH COTE BASQUE;640780417;TOT;0;;;;;;934;;;;;1;0
DIALYSE;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;TOT;0;;;;;;56;;;;;0;0
DIALYSE;2024;640005302;ANTENNE AUTODIALYSE AURAD ANGLET;330000266;1140X;;;;12;33;5535;;;;;;;
DIALYSE;2024;640005302;ANTENNE AUTODIALYSE AURAD ANGLET;330000266;TOT;0;;;;;;;1;;;;0;0
DIALYSE;2024;640005310;ANTENNE AUTODIALYSE AURAD ST JEAN LUZ;330000266;1140X;;;;6;14;1832;;;;;;;
DIALYSE;2024;640005310;ANTENNE AUTODIALYSE AURAD ST JEAN LUZ;330000266;TOT;0;;;;;;;1;;;;0;0
DIALYSE;2024;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;112AX;;;;1;;164;;;;;;;
DIALYSE;2024;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;1130X;;;;15;28;4053;;;;;;;
DIALYSE;2024;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;1140X;;;;6;12;1563;;;;;;;
DIALYSE;2024;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;TOT;0;;;;;;;;;1;;0;0
DIALYSE;2024;640013553;ANTENNE AUTODIALYSE SAINT JEAN DE LUZ;640000113;1140X;;;;6;6;1167;;;;;;;
DIALYSE;2024;640013553;ANTENNE AUTODIALYSE SAINT JEAN DE LUZ;640000113;TOT;0;;;;;;;;;23;;0;0
DIALYSE;2024;640017679;ANT AUTODIALYSE NEPHROCARE-PAU NAVARRE;640017612;1140X;;;;6;14;2092;;;;;;;
DIALYSE;2024;640020988;CENTRE AUTODIALYSE NEPHROCARE;640017612;112AX;;;;1;;44;;;;;;;
DIALYSE;2024;640020988;CENTRE AUTODIALYSE NEPHROCARE;640017612;1130X;;;;9;11;1992;;;;;;;
DIALYSE;2024;640020988;CENTRE AUTODIALYSE NEPHROCARE;640017612;1140X;;;;6;8;1345;;;;;;;
DIALYSE;2024;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;112AX;;;;2;7;1871;;;;;;;
DIALYSE;2024;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;112BA;;;;72;171;25207;;;;;;;
DIALYSE;2024;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;1130X;;;;5;11;2012;;;;;;;
DIALYSE;2024;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;1150A;;;;4;4;571;;;;;;;
DIALYSE;2024;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;1210;;;;;6;;;;261;;;;
DIALYSE;2024;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;121AX;;;;;2;;;;101;;;;
DIALYSE;2024;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;121CX;;;;4;4;;;;160;;;;
DIALYSE;2024;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;122AX;;;;1;;;;;37;;;;
DIALYSE;2024;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;TOT;1;2;64;;;;;2;;77;3;1;1
DIALYSE;2024;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;112AX;;;;1;;42;;;;;;;
DIALYSE;2024;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;112BA;;;;30;113;18528;;;;;;;
DIALYSE;2024;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;112BE;;;;1;;8;;;;;;;
DIALYSE;2024;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;1130X;;;;8;25;4040;;;;;;;
DIALYSE;2024;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;1210;;;;;17;;;;955;;;;
DIALYSE;2024;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;121AX;;;;;1;;;;126;;;;
DIALYSE;2024;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;121CX;;;;20;16;;;;829;;;;
DIALYSE;2024;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;122AX;;;;1;;;;;91;;;;
DIALYSE;2024;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;122BX;;;;1;;;;;6;;;;
DIALYSE;2024;640789640;CENTRE HEMODIALYSE CLINIQUE DELAY;640000113;TOT;1;1;31;;;;0;2;;144;10;1;1
DIALYSE;2024;640796835;ANTENNE AUTODIALYSE BIARRITZ;640000113;1140X;;;;6;8;1486;;;;;;;
DIALYSE;2024;640796835;ANTENNE AUTODIALYSE BIARRITZ;640000113;TOT;0;;;;;;;;;15;;0;0
DIALYSE;2024;640797155;ANTENNE AUTODIALYSE UHART CIZE;640000113;1140X;;;;6;0;1621;;;;;;;
DIALYSE;2024;640797155;ANTENNE AUTODIALYSE UHART CIZE;640000113;TOT;0;;;;;;;;;1;;0;0
DIALYSE;2024;640797296;ANTENNE AUTODIALYSE SAINT LEON;640000113;1140X;;;;6;21;1827;;;;;;;
DIALYSE;2024;640797296;ANTENNE AUTODIALYSE SAINT LEON;640000113;TOT;0;;;;;;;;;10;;0;0
DIALYSE;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;112AX;;;;0;0;17;;;;;;;
DIALYSE;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;112BA;;;;22;164;9713;;;;;;;
DIALYSE;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;112BE;;;;0;0;9;;;;;;;
DIALYSE;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;122AX;;;;1;1;;;;176;;;;
DIALYSE;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;122BX;;;;1;1;;;;47;;;;
DIALYSE;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;TOT;0;;;;;;739;4;;68;3;1;1
DIALYSE;2024;650005044;AAIR UAD BAGNERES DE BIGORRE;310000633;1140X;;;;6;8;1445;;;;;;;
DIALYSE;2024;650005044;AAIR UAD BAGNERES DE BIGORRE;310000633;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;650788573;AAIR UAD MAUBOURGUET;310000633;1140X;;;;6;12;1721;;;;;;;
DIALYSE;2024;650788573;AAIR UAD MAUBOURGUET;310000633;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;650788599;AAIR UAD LANNEMEZAN;310000633;1140X;;;;6;12;1683;;;;;;;
DIALYSE;2024;650788599;AAIR UAD LANNEMEZAN;310000633;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;650788607;AAIR UAD UDM LOURDES;310000633;1130X;;;;4;8;1411;;;;;;;
DIALYSE;2024;650788607;AAIR UAD UDM LOURDES;310000633;1140X;;;;4;8;1124;;;;;;;
DIALYSE;2024;650788607;AAIR UAD UDM LOURDES;310000633;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;650788615;AAIR UAD TARBES;310000633;1140X;;;;12;23;4489;;;;;;;
DIALYSE;2024;650788615;AAIR UAD TARBES;310000633;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;660000084;CH PERPIGNAN;660780180;112BA;;;;34;105;15960;;;;;;;
DIALYSE;2024;660000084;CH PERPIGNAN;660780180;1140X;;;;6;6;504;;;;;;;
DIALYSE;2024;660000084;CH PERPIGNAN;660780180;122BX;;;;2;4;;;;1;;;;
DIALYSE;2024;660000084;CH PERPIGNAN;660780180;TOT;0;;;;;;2452;2;;66;8;1;1
DIALYSE;2024;660004953;MEDIPOLE UAD LE SOLER;660790379;1140X;;;;10;20;3002;;;;;;;
DIALYSE;2024;660004961;MEDIPOLE UAD ARGELES SUR MER;660790379;1140X;;;;10;20;2866;;;;;;;
DIALYSE;2024;660004979;MEDIPOLE UAD ST LAURENT DE LA SALANQUE;660790379;1140X;;;;10;15;2211;;;;;;;
DIALYSE;2024;660005182;AIDER SANTE UAD ELNE;340000264;1140X;;;;6;16;2586;;;;;;;
DIALYSE;2024;660005190;AIDER SANTE UAD FONT ROMEU;340000264;1140X;;;;6;0;103;;;;;;;
DIALYSE;2024;660005208;AIDER SANTE UAD LE BOULOU;340000264;1140X;;;;5;10;1667;;;;;;;
DIALYSE;2024;660005216;AIDER SANTE UAD CH PERPIGNAN;340000264;112AX;;;;3;4;1617;;;;;;;
DIALYSE;2024;660005216;AIDER SANTE UAD CH PERPIGNAN;340000264;1140X;;;;16;60;8888;;;;;;;
DIALYSE;2024;660005216;AIDER SANTE UAD CH PERPIGNAN;340000264;TOT;0;;;;;;0;;;3;0;0;0
DIALYSE;2024;660005687;MEDIPOLE UAD PRADES;660790379;1140X;;;;8;7;1488;;;;;;;
DIALYSE;2024;660013137;AIDER SANTE DIALYSE DOMICILE PERPIGNAN;340000264;1150A;;;;10;10;959;;;;;;;
DIALYSE;2024;660013137;AIDER SANTE DIALYSE DOMICILE PERPIGNAN;340000264;1210;;;;;38;;;;695;;;;
DIALYSE;2024;660013137;AIDER SANTE DIALYSE DOMICILE PERPIGNAN;340000264;121AX;;;;;13;;;;251;;;;
DIALYSE;2024;660013137;AIDER SANTE DIALYSE DOMICILE PERPIGNAN;340000264;121CX;;;;25;25;;;;444;;;;
