"GHT_LIBC";"GHT_CODE";"GHT_LIB";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL";"NB_ET";"NB_CH";"NB_CHU";"NB_CHS";"NB_AUT"
"PACA-01";"93101";"Vaucluse";851;205;129;1185;57052;9751;8710;75513;285346;51532;29920;366798;66;48;0;114;13493;9740;0;23233;26694;1;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;343;4148;119129;11;4371;200;158;70717;0;0;0;0;7;257763;0;0;4;0;2;1;2;3222;6286;2;3;5095;1;1103;0;0;1;14446;1;0;6;12248;0;0;1;1;0;0;0;1;8;471;134;60;52;113;40;1;0;48;14;647;29;3;0;0;3;0;0;0;0;0;32;371,02;110,61;57,45;44,13;90,3;31,59;0,66;0;41,57;12,69;527,02;169;162,64;162;100;234;1267;1225;587;56;118;3749;28;2;758;61;43;69;96;93;52;629;1788;5537;136,44;95,36;209,77;1141,67;1157,18;568,38;37,88;90,05;3436,73;24,84;2;708,31;52,66;35,93;61,38;89,94;85,85;48,2;595,56;1668,74;5105,47;1126;0;368;171;606;8;9;1;8;4;3;1;2;0;17;1;0;0;0;0;0;0;0;0;44;7;2;37389;10;61;15;14;;;1
"PACA-02";"93102";"Var";1087;267;148;1502;70736;17067;10218;98021;358930;76116;36522;471568;124;71;8;203;13595;14010;2408;30013;35540;4;5;1;5;315;28;0;343;4059;656;0;4715;194;121;0;315;29160;14828;0;43988;0;0;0;0;0;0;15;6;21;39842;8578;48420;31;18;49;106401;53000;159401;14797;7848;1919;24136;17949;8553;1957;27744;2;3776;0;0;0;232;1586;76062;18;3025;229;174;76525;0;0;0;0;7;286668;0;0;6;0;1;1;3;4118;2782;1;3;6699;3;1458;0;0;1;9736;1;42;5;24715;1;0;0;2;0;0;0;0;7;683;173;107;87;151;52;94;6;56;36;1026;42;16;0;0;9;2;0;0;0;0;51;535,91;142,25;81,85;74,02;117,25;38,18;76,1;3,53;49,92;30,11;824,75;258;224,12;190;194;336;2421;1766;822;187;182;6098;31;4;1225;180;110;111;155;144;30;821;2701;8799;170,97;183,51;302,06;2228,59;1660,41;773,85;153,59;152,1;5625,08;29,91;4,37;1141,86;164,37;102,29;99,29;150,41;142,94;27,33;809,53;2570,01;8195,09;1648;402;200;185;837;7;8;6;10;7;5;2;3;1;17;3;3;0;0;0;0;0;4;0;49;10;0;61196;7;62;14;12;;1;1
"PACA-03";"93103";"Alpes-de-Haute-Provence";235;54;34;323;10735;3073;1428;15236;72440;13691;4880;91011;37;26;1;64;2389;4643;305;7337;5789;1;1;0;2;90;0;0;90;922;0;0;922;84;47;0;131;15406;2929;0;18335;0;0;0;0;0;0;0;0;0;0;0;0;6;6;12;32135;11921;44056;4549;1356;0;5866;5353;1491;0;6783;1;253;0;0;0;60;665;19177;7;2645;30;17;10545;0;0;0;0;2;43718;0;0;2;0;0;1;1;138;705;0;2;888;0;0;0;0;0;0;0;0;2;5789;0;0;0;0;0;0;0;0;2;147;45;29;21;36;15;18;0;13;3;217;3;3;0;0;0;0;0;0;0;0;3;107,44;32,07;22,02;20,07;23,58;9,28;14,48;0;8,83;4,37;160,7;37;27,02;34;45;50;537;383;188;56;51;1344;19;1;225;50;18;20;12;17;2;241;587;1931;30,75;39,05;47,98;508,87;352,47;167,01;50,86;45,01;1242;13,87;1,3;209,83;42,42;17,57;19,88;11,21;17,73;1,96;221,68;539,88;1781,88;123;117;137;30;227;3;2;0;3;3;0;0;0;1;4;0;2;1;0;0;0;1;2;0;12;12;0;11041;2;16;7;6;;;1
"PACA-04";"93104";"Bouches-du-Rhône";2478;1009;299;3786;149919;43660;21019;214598;794998;226988;85643;1107629;472;189;54;715;70420;32795;11141;114356;143610;7;8;2;9;811;25;40;876;7963;389;192;8544;551;201;39;791;84152;20265;8053;112470;28;0;28;14;0;14;30;18;48;123169;13291;136460;105;58;163;327422;175751;503173;48942;14980;4880;65298;56827;16237;5257;74568;4;16727;1;1;2;387;3618;108762;36;9346;435;251;148370;250;3976;66087;2589;9;468278;1;39732;7;1;8;1;9;22708;7933;0;4;12524;3;2692;2;917;4;51305;4;1420;10;50656;5;32031;3;3;3;1;4;1;10;1793;382;113;293;456;114;324;72;232;259;3136;32;0;0;0;1;1;0;0;0;0;33;1295,76;277,27;90,57;248,29;316,92;82,92;270,73;37,45;167,36;167;2305,42;1474;1390,77;369;543;1105;6690;4567;2085;574;543;16476;100;20;2919;525;302;335;632;569;97;3053;8250;24726;330,28;511,01;1009,28;6313,29;4327,49;1972,48;482,78;434,98;15381,59;94,81;20,37;2758,89;461,02;262,68;310,28;606,56;539,2;88,31;2912,39;7791,83;23173,42;3925;1087;370;385;989;17;17;4;22;16;8;4;5;1;52;7;7;1;0;1;0;0;5;3;167;66;0;169721;26;199;29;13;11;4;1
"PACA-05";"93105";"Alpes Maritimes";1481;459;146;2086;75743;24224;11879;111846;456519;118619;42402;617540;211;93;23;327;30259;23723;2748;56730;55076;4;4;2;6;225;0;0;225;2288;0;0;2288;85;30;0;115;11174;2499;0;13673;4;0;4;9;0;9;1;4;5;3103;7370;10473;18;15;33;60041;26811;86852;9749;3683;0;13253;11587;3768;0;15158;2;572;0;0;0;483;3714;152311;15;9229;276;142;81128;50;429;14142;290;5;264179;0;0;6;2;0;1;5;8576;3644;1;0;7143;3;1114;1;320;3;26697;3;773;5;28044;0;0;1;3;1;1;2;0;5;971;221;76;138;265;58;82;12;98;81;1509;48;29;0;1;14;7;0;0;0;0;62;711,91;170,37;65,08;117,67;170,96;40,76;69,95;6,4;84,44;68,29;1129,98;536;484,46;180;201;383;2646;2757;1156;183;300;7806;42;4;1581;136;47;152;371;234;19;1691;4230;12036;165,58;181,03;355,2;2436,53;2602,84;1096,1;141,51;227,89;7206,68;35,14;4,21;1460,98;114,14;43,34;131,75;346,44;216,11;15,53;1452,17;3776,47;10983,15;2112;233;482;215;1252;14;14;3;14;10;1;1;3;1;24;6;2;0;0;0;0;0;1;2;85;8;1;98780;12;111;18;11;5;;2
"PACA-06";"93106";"Alpes du Sud";243;78;27;348;18777;5696;2300;26773;84521;20721;6684;111926;20;25;3;48;1950;6135;128;8213;17735;2;2;0;2;118;12;0;130;1140;305;0;1445;44;23;0;67;7203;5099;0;12302;3;0;3;54;0;54;4;6;10;18685;9514;28199;8;4;12;35601;11927;47528;4990;1248;0;6238;5707;1428;0;7069;1;29;0;0;0;65;725;20834;10;1606;125;72;45019;60;912;16832;520;4;79527;0;0;3;0;0;1;1;291;1330;1;1;1176;1;209;0;0;2;11778;0;0;2;5957;1;0;0;0;0;0;0;0;2;265;63;55;30;43;12;21;1;24;17;371;17;8;0;0;1;0;0;2;0;0;20;184,8;46,31;43,88;22,93;34,5;8,83;13,28;0,07;18,82;13,14;272,75;79;50,36;48;44;84;788;565;260;50;66;1905;10;3;403;60;22;52;55;69;7;395;1054;2959;37,98;38,41;79,19;689,7;498,69;239,58;36,46;52,9;1672,91;11,3;2,1;364,17;47,74;19,01;43,91;49,02;61,8;6;362,52;948,56;2621,47;567;103;360;185;511;6;6;3;4;3;0;0;1;1;10;0;2;0;0;0;0;0;2;0;16;2;1;17138;3;22;7;7;;;
"PDL-01";"52101";"Loire Atlantique";1532;450;166;2148;97663;22472;12248;132383;545718;117163;49019;711900;215;77;23;315;53196;19830;4554;77580;51870;3;4;2;4;639;42;0;681;9146;615;0;9761;330;224;20;574;30667;14149;3359;48175;6;0;6;1739;0;1739;16;12;28;31693;5971;37664;66;30;96;173440;66808;240248;29300;8219;2366;39624;35831;9660;2481;47550;1;5270;0;1;1;856;7005;244260;124;32541;547;288;167009;102;3172;30604;1454;4;200546;1;35037;3;1;1;1;4;15473;3926;0;1;7255;2;1964;1;394;2;25129;2;60;4;26113;1;0;1;2;1;1;2;1;4;1124;246;85;157;207;54;221;65;173;68;1858;6;0;0;0;4;1;0;0;0;0;10;836,51;175;66,3;139,62;158,66;45,61;178,76;29,58;130,08;50,18;1414,33;821;998;232;331;668;4675;3604;984;306;499;11299;58;12;1674;306;178;189;346;255;39;2432;5311;16610;196,17;300,07;610,6;4337,41;3305,38;926,7;233,45;398,86;10308,64;51,82;10,81;1508,97;252,15;148,33;161,98;327,28;241,67;31,34;2226,31;4812,33;15120,97;4010;862;1552;701;2466;14;14;2;10;10;6;5;2;0;24;7;3;0;0;0;0;0;1;2;82;13;1;90737;12;97;27;16;8;2;1
"PDL-02";"52102";"Maine et Loire";1154;304;137;1595;56647;17654;9640;83941;364510;79418;39077;483005;181;70;21;272;22018;14989;4223;41230;43952;3;3;1;3;303;19;0;322;3136;196;0;3332;273;86;0;359;16092;4400;0;20492;8;2;10;410;2;412;15;10;25;33270;13258;46528;35;17;52;115609;50923;166532;14995;5498;0;20330;17668;6038;0;23415;2;5465;0;0;0;469;4105;150919;40;8966;169;102;58257;0;0;0;0;3;153936;1;28864;3;0;0;1;3;10838;2454;0;0;6759;2;1488;1;293;2;13892;1;733;3;27164;1;0;1;2;1;1;1;1;3;757;113;89;99;138;35;120;10;103;72;1200;18;18;0;0;0;0;0;0;0;0;18;561,37;77,63;70,75;83,74;109,82;28,02;95,4;4,14;85,55;56,4;932,48;588;576,7;178;177;407;2946;2305;637;219;259;7128;50;6;1163;196;107;116;289;198;27;1404;3449;10577;159,27;171,48;374,93;2776,31;2184,28;592,43;170,07;207,06;6635,83;43,3;5,08;1065,81;174,76;93,81;106,83;273,98;185,12;28,87;1282,3;3166,05;9801,88;1616;330;452;169;1795;9;9;2;10;6;4;2;1;0;19;5;2;0;0;0;0;0;1;2;66;16;5;66123;11;103;14;10;2;1;1
"PDL-03";"52103";"Mayenne et Haut-Anjou";468;86;63;617;23702;4227;3139;31068;147125;20177;12596;179898;18;48;3;69;7179;6926;791;14896;10152;1;2;0;1;167;4;0;171;1172;116;0;1288;100;27;0;127;19639;2278;0;21917;0;0;0;0;0;0;3;2;5;15520;4039;19559;17;8;25;58178;26218;84396;5700;1019;0;6719;7768;1095;78;8941;1;143;0;0;0;297;2253;81990;51;9959;171;128;55235;67;1257;18921;925;3;78438;0;0;3;0;0;1;1;1308;40;0;2;2484;1;351;0;0;1;5172;1;1413;3;3762;0;0;0;1;0;0;0;0;3;282;99;34;28;61;19;19;11;27;4;404;47;42;0;0;3;0;0;0;0;0;50;184,46;57,16;27,87;22,05;40,76;12,37;13,52;6,37;21,87;2,71;274,84;136;113,81;80;79;140;1109;1152;291;77;115;3043;23;2;608;63;32;58;52;61;8;688;1563;4606;67,75;73,22;126,66;1046,3;1092,72;267,41;58,59;94,63;2827,28;21,32;1,91;555,63;52,96;26,79;52,81;49,99;57,21;8;643,58;1443,41;4270,69;353;92;202;116;914;7;7;3;4;4;0;0;3;0;13;1;0;0;0;0;0;0;0;0;25;8;1;20931;4;50;12;10;;;2
"PDL-04";"52104";"Sarthe";766;154;97;1017;45626;9118;5520;60264;259268;41122;21486;321876;62;57;12;131;7423;12221;2503;22147;32155;2;1;1;2;224;9;0;233;1834;184;0;2018;107;5;0;112;12613;187;0;12800;0;0;0;0;0;0;7;9;16;20061;5102;25163;51;20;71;88483;36713;125196;13486;4876;848;18721;15269;5102;881;20625;1;0;0;0;0;267;2231;88195;0;0;307;198;106514;30;496;8024;349;5;86828;1;30055;2;0;0;1;1;2591;1240;0;1;3356;0;545;1;188;1;14434;1;0;5;14766;0;0;0;1;0;0;0;0;2;382;90;46;40;90;20;39;15;42;27;595;20;0;0;0;12;0;0;0;0;1;33;297,49;73,69;37,11;33,57;67,67;13,55;33,07;3,38;37,03;24,52;464,16;238;232,63;104;155;199;1838;1645;547;127;126;4741;35;4;997;108;60;89;108;101;8;995;2445;7186;90,51;141,74;180,74;1726,97;1523,89;520,71;95,83;95,27;4375,66;32,16;3,92;924,83;90,11;51,04;76,29;102,59;97,69;7,36;948,71;2283,66;6659,32;1168;215;242;305;1558;8;9;2;6;4;0;0;4;0;19;3;1;0;0;0;0;0;1;1;38;4;5;38271;6;54;11;8;;1;2
"PDL-05";"52105";"Vendée";911;187;100;1198;70697;10904;5926;87527;315103;47336;23442;385881;118;46;22;186;22808;11473;4942;39223;72703;3;5;1;4;332;41;0;373;4042;312;0;4354;233;123;0;356;23579;8029;0;31608;0;0;0;0;0;0;10;13;23;5120;1341;6461;31;20;51;115777;30896;146673;13759;3029;0;16788;16794;3716;0;20510;2;196;0;0;0;508;4426;148538;23;9757;333;175;92756;0;0;0;0;6;127255;1;12000;4;0;2;1;1;3182;3209;2;3;3916;1;771;0;0;1;8965;1;1503;6;26286;1;35937;0;1;0;0;0;1;6;626;256;10;58;104;44;49;0;54;22;855;1;0;0;0;0;0;0;0;0;0;1;449,63;186,37;8,11;44,15;78,17;32,35;41,71;0;36,63;13,75;631,55;234;226,22;133;175;208;2451;2105;614;170;214;6070;31;4;1056;177;76;128;110;227;17;961;2711;8781;113,53;155,53;184,28;2194,62;1894,39;598,07;116,91;162,2;5419,53;31,16;4;956,4;137,95;63,48;91,55;101,73;187,2;15,16;917,75;2442,9;7862,43;1230;342;477;266;833;6;6;2;6;5;2;2;5;1;20;3;0;0;0;0;0;0;1;0;36;6;1;48206;5;47;17;12;;1;4
