BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23
ORG;2022;590782546;SAS CLINIQUE DES PEUPLIERS;590000733;;;;;;;;;;;;;;;;;;;;;;3;;;1;B;;0;;;;;;
ORG;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;;;;1;D;;;;;;;;;;;;;;;;;34;C;;;;;0;;;;;;
ORG;2022;590782611;SSR PEDIATRIQUE MARC SAUTELET;750719239;;;;1;C;E;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;590782694;CTRE DE CONVALESCENCE PONT BERTIN;750034589;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;590783189;UNITE GERONTOLOGIE ET SOINS DE SUITE;590004552;;;;1;C;;;;;;;;1;B;;;;;;;;64;C;D;2;A;C;1;1;DOUAISIS;;;;
ORG;2022;590784484;NEPHROCARE MAUBEUGE;590001467;;;;;;;;;;;;;;;;;;;;;;13;C;D;;;;0;;;;;;
ORG;2022;590784898;HOP SWYNGHEDAUW CHR LILLE;590780193;;;;1;C;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;;;;1;E;;;;;;;;;;;;;;;;;2;E;C;;;;0;;;;;;
ORG;2022;590785374;CLINIQUE TEISSIER;620001834;;;;1;F;;;;;;;;;;;1;B;;;;;;;;;;;0;;;;;;
ORG;2022;590786984;SSR FILIERIS ESCAUDAIN BOIS DE LA LOGE;750050759;1;G;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;;;;;;;;;;;;;;;;;;;1;C;E;;;;;;;;;;;;;
ORG;2022;590788964;SARL CLINIQUE DU PARC;590001756;;;;2;A;C;;;;;;;;;;;;;;;;;;;3;A;B;0;;;;;;
ORG;2022;590790473;SSR FILIERIS LALLAING PLAINE DE SCARPE;750050759;;;;1;G;;;;;;;;;;;;;;;;;10;C;;9;A;;0;;;;;;
ORG;2022;590790655;SAINT ROCH CHIRURGIE;440052041;;;;;;;;;;;;;;;;;;;;;;35;C;;;;;0;;;;;;
ORG;2022;590791323;CTRE CONVALESCENCE SSR CH ARMENTIÈRES;590782637;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;;;;;;;
ORG;2022;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;;;;5;C;E;1;C;E;;;;2;B;;;;;;;;1;C;;2;G;;;;;;;;
ORG;2022;590797346;SSR FILIERIS FRESNES JARDINS DU TEMPS;750050759;1;G;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;590797387;CRF L'ESPOIR DE LILLE HELLEMMES;590805628;;;;;;;;;;;;;;;;;;;;;;7;C;D;;;;0;;;;;;
ORG;2022;590801106;HOPITAL VICTOR PROVO;590782421;;;;8;A;B;;;;;;;3;B;;3;D;B;2;C;;142;C;D;2;D;;0;;;;;;
ORG;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;;;;3;D;;;;;;;;1;B;;1;D;;4;E;;422;B;C;;;;0;;;;;;
ORG;2022;590806360;CLINIQUE DE LA MITTERIE;590003596;;;;1;B;;;;;;;;;;;;;;;;;4;B;C;1;B;;0;;;;;;
ORG;2022;590806428;CTRE D'AUTODIALYSE ADH DE DOUAI;620112581;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2022;590809703;CLINIQUE SAINT-ROCH;590004552;;;;1;C;;;;;;;;1;B;;;;;;;;78;C;D;2;A;C;1;1;HAINAUT-CAMBRÉSIS;;;;
ORG;2022;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;;;;;;;;;;;;;;;;;;;;;;35;C;;;;;0;;;;;;
ORG;2022;590812509;SANTELYS HAD LILLE METROPOLE;590799995;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;
ORG;2022;590813176;CLINIQUE DES HETRES;590005278;;;;3;C;;;;;;;;;;;;;;;;;44;C;D;;;;0;;;;;;
ORG;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;;;;;;;;;;;;;;;;;;;;;;25;C;D;;;;0;;;;;;
ORG;2022;590815007;CTRE D'AUTODIALYSE ADH LA SENTINELLE;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;590816310;CLINIQUE SAINT AME;590000048;;;;;;;;;;;;;;;;;;;;;;8;C;D;;;;0;;;;;;
ORG;2022;590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;620003814;;;;;;;;;;;;;;;;;;;;;;19;C;A;;;;0;;;;;;
ORG;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;;;;;;;;;;;;;;;;;;;;;;43;C;;;;;0;;;;;;
ORG;2022;590817839;CLINIQUE DU VAL DE LYS;590053955;;;;;;;;;;;;;;;;;;;;;;27;C;;;;;0;;;;;;
ORG;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;;;;3;A;C;;;;;;;1;B;;;;;;;;;;;;;;0;;;;;;
ORG;2022;600000020;HL CRÉPY-EN-VALOIS;600100085;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE NORD EST (ONE);;;;
ORG;2022;600000046;CH PONT-SAINTE-MAXENCE;600100127;;;;1;A;;;;;;;;1;G;;;;;;;;2;C;;;;;;;;;;;
ORG;2022;600000053;CH GHPSO SENLIS;600101984;;;;2;A;B;;;;;;;1;B;;1;D;;;;;253;C;F;;;;1;1;OISE SUD;;;;
ORG;2022;600000152;CH CHAUMONT-EN-VEXIN;600100572;0;;;4;A;B;0;;;0;;;1;B;;0;;;0;;;89;A;C;;;;;;;;;;
ORG;2022;600000186;CH CLERMONT;600100648;;;;2;A;A;;;;;;;;;;;;;;;;6;D;A;;;;0;;;;;;
ORG;2022;600000194;CH BEAUVAIS;600100713;;A;;4;;;;;;;;;1;B;;1;D;;;;;;;;;;;;;;;;;
ORG;2022;600000285;CH CHICN NOYON;600100721;;;;6;;;;;;;;;2;;;2;;;;;;137;;;;;;;;;;;;
ORG;2022;600000467;CH GHPSO CREIL;600101984;;;;2;A;B;;;;;;;1;B;;2;D;;;;;283;C;F;;;;1;1;OISE SUD;;;;
ORG;2022;600001184;USLD HL GRANDVILLIERS;600108948;;;;2;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;;;;;;;;;;;;;1;B;;;;;;;;37;C;;;;;1;2;OISE SUD;OISE NORD EST (ONE);;;
ORG;2022;600010094;SSR HL CRÈVECOEUR-LE-GRAND;600100580;;;;2;A;;;;;;;;;;;;;;1;C;;176;A;C;;;;1;1;OISE OUEST ET VEXIN;;;;
ORG;2022;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010854;;;;1;C;D;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;
ORG;2022;600012330;SNC CROME DE COMPIEGNE;600014005;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;
ORG;2022;600013999;CENTRE CHIRURGICAL;600008635;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;600100101;CH AP-HP LIANCOURT;750712184;;;;2;;;;;;;;;;;;;;;;;;26;;;;;;0;;;;;;
ORG;2022;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;;;;1;C;D;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;
ORG;2022;600100184;CLINIQUE DU VALOIS;920033198;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;1;OISE SUD;;;;
ORG;2022;600100275;LE CHATEAU DU TILLET;750034589;;;;;;;;;;;;;;;;;;;;;;38;C;;;;;1;1;OISE SUD;;;;
ORG;2022;600100283;CLINIQUE DE RÉÉDUCATION A DE ROTHSCHIL;750710428;;;;;;;;;;;;;;;;;;;;;;14;C;D;;;;1;1;OISE SUD;;;;
ORG;2022;600100309;SSR CRF LAMORLAYE;750721334;;;;;;;;;;;;;;;;;;;;;;56;D;C;;;;1;1;OISE SUD;;;;
ORG;2022;600100671;SSR BTP SAINT-OMER-EN-CHAUSSÉE;750034589;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE OUEST ET VEXIN;;;;
ORG;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;;;;;;;;;;;;;1;B;;1;D;;;;;2;C;;;;;0;;;;;;
ORG;2022;600100796;CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;750720609;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE OUEST ET VEXIN;;;;
ORG;2022;600100861;SSR LNA BRETEUIL;440052041;;;;1;;;;;;;;;;;;;;;;;;30;C;;;;;0;;;;;;
ORG;2022;600101679;SSR UGECAM BEAUVAIS;590039863;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE OUEST ET VEXIN;;;;
ORG;2022;600101687;PAVILLON DE LA CHAUSSÉE;600106561;;;;;;;;;;;;;;;;;;;;;;1;D;;1;A;;1;1;OISE SUD;;;;
ORG;2022;600101943;CTRE PRÉVENTION RÉADAPTATION CARDIO.;750720609;;;;;;;;;;;;;;;;;;;;;;11;;;;;;1;2;OISE NORD EST (ONE);OISE SUD;;;
ORG;2022;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;;;;;;;;;;;;;;;;1;;;;;;;;;;;;0;;;;;;
ORG;2022;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;;;;;;;;;;;;;;;;;;;;;;32;B;D;;;;0;;;;;;
ORG;2022;600111124;SSR CONDÉ CHANTILLY;600106611;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE SUD;;;;
ORG;2022;600113476;CH CHICN COMPIÈGNE;600100721;;;;6;A;B;;;;;;;2;B;;2;D;;;;;137;C;A;;;;;;;;;;
ORG;2022;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;;;;2;A;G;;;;;;;1;B;;;;;;;;1;D;;;;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;;;;;;;;;;;;;;;;;;;;;;179;C;A;;;;;;;;;;
ORG;2022;610000051;CHICAM - SITE ALENCON;610780082;;;;1;A;;;;;;;;3;B;D;1;D;;2;C;;6;A;C;1;C;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;;;;2;A;C;;;;1;C;;;;;;;;2;C;;39;C;A;;;;;;;;;;
ORG;2022;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;;;;1;D;B;;;;;;;;;;1;A;;1;C;;157;C;A;;;;;;;;;;
ORG;2022;610000085;HOPITAL LOCAL - BELLEME;610780132;0;;;2;A;C;0;;;0;;;1;A;;0;;;0;;;42;A;C;;;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2022;610000093;CENTRE HOSPITALIER - SEES;610780140;;;;1;A;;;;;;;;;;;;;;;;;22;C;D;;;;;;;;;;
ORG;2022;610000101;CH - VIMOUTIERS;610780157;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;NORMANDIE CENTRE;;;;
ORG;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;;;;3;A;D;;;;;;;1;A;;;;;;;;;;;;;;0;;;;;;
ORG;2022;610004269;SERVICE D'HOSPITALISATION À DOMICILE;610787038;0;;;0;;;0;;;0;;;0;;;0;;;0;;;15;A;C;0;;;0;;;;;;
ORG;2022;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;;;;;;;;;;;;;;;;;;;;;;6;C;A;;;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2022;610006256;HAD ORNE-EST;610006769;;;;;;;;;;;;;;;;;;;;;;104;D;D;;;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2022;610006421;CLINIQUE D'ALENCON;610006413;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2022;610006728;ANIDER - ALENCON;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;610006736;ANIDER - FLERS;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2022;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;;;;;;;;;;;;;;;;;;;;;;3;C;A;;;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2022;610780108;CHIC DES ANDAINES - DOMFRONT;610790594;;;;;;;;;;;;;;;;;;;;;;5;D;C;;;;0;;;;;;
ORG;2022;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;;;;;;;;;;;;;;;;;;;;;;159;D;C;;;;0;;;;;;
ORG;2022;610780371;CENTRE DE SOINS DE SUITE LE PARC;760025734;;;;1;C;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2022;610780389;CMPR LA CLAIRIERE - FLERS;610787764;;;;;;;;;;;;;;;;;;;;;;47;C;D;1;A;;1;1;NORMANDIE CENTRE;;;;
ORG;2022;610784050;USLD  LES PASTELS  - CH ALENCON;610780082;;;;1;A;;;;;;;;3;B;D;1;D;;2;C;;6;A;C;1;C;;;;;;;;
ORG;2022;610784423;CMPR DE BAGNOLES DE L'ORNE;610787285;;;;;;;;;;;;;;;;;;;;;;8;C;;;;;0;;;;;;
ORG;2022;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;;;;;;;;;;;;;;;;;;;;;;24;C;D;;;;0;;;;;;
ORG;2022;620000034;CH ARRAS;620100057;;;;6;A;C;;;;;;;5;A;B;3;B;D;;;;;;;3;C;;;;;;;;
ORG;2022;620000059;CH BAPAUME;620100073;;;;1;B;;;;;;;;;;;;;;;;;25;C;D;;;;0;;;;;;
ORG;2022;620000067;CENTRE HOSPITALIER DU TERNOIS;620100081;4;A;C;1;A;;;;;;;;1;B;;;;;;;;13;A;C;;;;0;;;;;;
ORG;2022;620000117;CH D'HESDIN;620100461;;;;2;A;;;;;;;;;;;;;;;;;12;A;B;7;;;;;;;;;
ORG;2022;620000224;CH BETHUNE;620100651;;;;4;A;;;;;;;;3;B;A;1;D;;;;;;;;;;;;;;;;;
ORG;2022;620000240;CH HENIN BEAUMONT;620100677;;;;;;;4;A;D;;;;2;B;;;;;;;;5;C;D;;;;;;;;;;
ORG;2022;620000257;CH LENS;620100685;;;;;;;7;C;D;;;;3;A;B;;;;;;;;;;;;;;;;;;;
ORG;2022;620000281;EPSM VAL DE LYS ARTOIS;620101287;0;;;2;A;C;0;;;0;;;6;A;A;0;;;0;;;177;A;C;0;;;;;;;;;
ORG;2022;620000299;CH AIRE SUR LA LYS;620101295;;;;3;B;D;;;;;;;2;B;;;;;;;;1;;;;;;;;;;;;
ORG;2022;620000323;CH CALAIS;620101337;;;;8;A;D;;;;;;;3;B;;;;;1;C;;10;C;A;;;;;;;;;;
ORG;2022;620000349;CH REGION DE ST OMER;620101360;;;;6;A;D;;;;;;;5;A;B;;;;;;;34;C;;;;;;;;;;;
ORG;2022;620000653;CH BOULOGNE-SUR-MER;620103440;1;C;;7;C;;;;;;;;1;B;;;;;;;;148;D;;;;;0;;;;;;
ORG;2022;620001834;ASSO GROUPE AHNAC;620001834;;;;;;;;;;;;;;;;;;;;;;12;C;;;;;0;;;;;;
ORG;2022;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;;;;4;A;;;;;;;;1;B;;;;;;;;6;C;;;;;1;1;LITTORAL SUD;;;;
ORG;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;;;;4;A;B;;;;;;;;;;1;D;;2;C;;21;A;C;2;G;C;;;;;;;
ORG;2022;620003350;HOPITAL DE RIAUMONT;620001834;;;;1;D;;;;;;;;;;;1;A;;;;;137;C;;;;;1;2;ARTOIS-TERNOIS;ARTOIS;;;
ORG;2022;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;1;1;ARTOIS-TERNOIS;;;;
ORG;2022;620003822;ETAB HOPALE - CENTRE SAINTE BARBE;620003814;;;;;;;;;;;;;;;;;;;;;;21;C;D;;;;0;;;;;;
ORG;2022;620003889;SANTELYS HAD DU BÉTHUNOIS;590799995;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;ARTOIS;;;;
ORG;2022;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;0;;;0;;;0;;;1;E;;0;;;1;G;;0;;;;;;0;;;0;;;;;;
ORG;2022;620010348;HAD CALAIS - SAINT OMER;590024469;;;;1;;;;;;;;;;;;;;;;;;44;;;;;;0;;;;;;
ORG;2022;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;ARTOIS-TERNOIS;;;;
ORG;2022;620012948;CLINIQUE MAHAUT DE TERMONDE;620000265;;;;;;;;;;;;;;;;;;;;;;35;C;D;;;;0;;;;;;
ORG;2022;620020636;CTRE D'AUTODIALYSE ADH DE ST-POL;620112581;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;1;1;ARTOIS-TERNOIS;;;;
ORG;2022;620024208;NEPHROCARE HELFAUT;620002352;;;;;;;;;;;;;;;;;;;;;;6;C;;;;;0;;;;;;
ORG;2022;620024349;SAS CLINIQUE DU VIRVAL;920030269;;;;1;C;D;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;;;;;;;;;;;;;;;;;;;;;;19;C;A;;;;0;;;;;;
ORG;2022;620025494;CTRE AUTODIALYSE & UNITE DIALY MED ADH;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;620026401;HOPALE REEDUCATION-CENTRE ARRAS;620024158;10;A;D;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;620027664;ETABLISSEMENT HOPALE-CENTRE CALVÉ;620003814;;;;;;;;;;;;;;;;;;;;;;20;C;A;;;;0;;;;;;
ORG;2022;620031096;CENTRE D'AUTODIALYSE ADH DE OIGNIES;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;620032706;CENTRE D'AUTODIALYSE ADH DE ST VENANT;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;620033712;INSTITUT D'ADDICTOLOGIE DU LITTORAL;920030269;;;;;;;;;;;;;;;;;;;;;;18;D;C;;;;0;;;;;;
ORG;2022;620035972;CENTRE MARIE CURIE;620035964;1;C;;;;;;;;;;;;;;;;;;;;2;D;;1;C;;0;;;;;;
ORG;2022;620035980;CENTRE PIERRE CURIE;620035964;3;C;;;;;;;;;;;;;;;;;;;;2;D;;1;C;;0;;;;;;
ORG;2022;620100735;CLINIQUE ANNE ARTOIS;620000265;;;;;;;;;;;;;;;;;;;;;;36;C;;;;;0;;;;;;
ORG;2022;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;54;C;D;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;620101311;CLINIQUE DES 2 CAPS;620027763;;;;;;;;;;;;;;;;;;;;;;2;D;;;;;0;;;;;;
ORG;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;;;;2;A;C;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;620105940;POLYCLINIQUE DU TERNOIS;620000950;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;ARTOIS-TERNOIS;;;;
ORG;2022;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;;;;;;;;;;;;;;;;;;;;;;10;C;D;;;;0;;;;;;
ORG;2022;620106203;SSR FILIERIS BRUAY BUISSIERE ROSERAIE;750050759;;;;1;D;;;;;;;;;;;;;;;;;1;D;;;;;0;;;;;;
ORG;2022;620106625;MAISON SLD LA MANAIE AUCHEL;750050759;0;;;0;;;0;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;;;;
ORG;2022;620115170;CTRE D'ENTRAIN AUTODIALYSE ST-NICOLAS;620112581;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2022;620115410;CENTRE D'AUTODIALYSE ADH DE LENS;620112581;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2022;620116046;CLINIQUE DES 7 VALLEES;620035303;;;;;;;;;;;;;;;;;;;;;;6;C;;;;;0;;;;;;
ORG;2022;620117309;CTRE D'AUTODIALYSE ADH SITE ECOPAC;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;620117325;CENTRE D'AUTODIALYSE ADH DE DIVION;620112581;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2022;620117812;CTRE D'AUTODIALYSE ADH DE LIEVIN;620112581;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;;;;2;D;D;;;;;;;;;;1;A;;;;;2;D;;;;;0;;;;;;
ORG;2022;620120063;CENTRE AUTODIALYSE AIRE/LA LYS;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;630000016;CH DU MONT DORE;630180032;;;;;;;;;;;;;;;;;;;;;;54;C;A;;;;;;;;;;
ORG;2022;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;;;;;;;;;;;;;;;;;;;1;C;;16;C;A;;;;0;;;;;;
ORG;2022;630000149;CH ETIENNE CLEMENTEL;630780302;;;;;;;;;;;;;;;;;;;;;;30;C;A;;;;1;1;ALLIER PUY-DE-DÔME;;;;
ORG;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;;;;7;A;B;;;;;;;1;E;;;;;;;;1152;E;A;;;;0;;;;;;
ORG;2022;630000412;CH D'AMBERT;630780997;;;;2;;;;;;;;;1;;;;;;1;;;87;;;;;;;;;;;;
ORG;2022;630000420;CH PAUL ARDIER ISSOIRE;630781003;;;;1;C;;;;;;;;;;;1;A;;3;C;;180;C;D;;;;;;;;;;
ORG;2022;630000446;CH DE THIERS;630781029;;;;;;;;;;;;;2;;;1;;;1;;;11;;;;;;0;;;;;;
ORG;2022;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;0;;;0;;;0;;;0;;;0;;;1;A;;0;;;20;C;E;;;;0;;;;;;
ORG;2022;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;;;;;;;;;;;;;;;;;;;;;;18;D;;;;;0;;;;;;
ORG;2022;630000560;CH BILLOM;630781367;;;;1;D;A;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;
ORG;2022;630009546;UNITE DE RADIOTHERAPIE;630011831;;;;;;;;;;;;;;;;2;A;B;;;;5;C;;;;;0;;;;;;
ORG;2022;630010510;CLINIQUE DES 6 LACS;920030269;;;;;;;;;;;;;;;;;;;;;;11;C;D;;;;0;;;;;;
ORG;2022;630011211;SSR AUVERGNE BASSE VISION;690793195;1;C;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;630011823;UGECAM - SSR NUTRITION - OBESITE;870015336;;;;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;
ORG;2022;630780179;SSR ALTERIS DE CHANAT LA MOUTEYRE;630011534;;;;;;;;;;;;;;;;;;;;;;9;C;;7;D;G;1;1;ALLIER PUY-DE-DÔME;;;;
ORG;2022;630780211;POLE SANTE REPUBLIQUE;630000107;;;;;;;;;;1;E;;1;A;;2;A;B;;;;6;A;C;;;;0;;;;;;
ORG;2022;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;;;;1;B;;;;;;;;;;;;;;;;;16;C;;;;;1;1;ALLIER PUY-DE-DÔME;;;;
ORG;2022;630780526;ASSO.  LES SAPINS  - CENTRE MEDICAL;630009991;;;;;;;;;;;;;;;;;;;;;;2;A;;;;;0;;;;;;
ORG;2022;630780559;MECS TZA NOU UGECAM;870015336;;;;;;;;;;;;;;;;;;;;;;14;C;D;;;;0;;;;;;
ORG;2022;630781433;MECS L'ILE AUX ENFANTS;630000362;0;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2022;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;;;;;;;;;;;;;;;;;;;;;;5;A;B;;;;0;;;;;;
ORG;2022;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;;;;;;;;;;;;;;;;;;;;;;8;;;;;;0;;;;;;
ORG;2022;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;;;;;;;;;;;;;;;;;;;;;;10;;;;;;0;;;;;;
ORG;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;1;C;;1;C;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;
ORG;2022;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;;;;1;;;;;;;;;;;;1;;;;;;150;;;;;;;;;;;;
ORG;2022;640000410;CENTRE HOSPITALIER OLORON;640780821;;;;1;D;;;;;;;;1;A;;1;D;;;;;;;;;;;1;1;BÉARN-SOULE;;;;
ORG;2022;640000428;CENTRE HOSPITALIER DE MAULEON;640780839;;;;;;;;;;;;;;;;;;;;;;6;A;D;;;;;;;;;;
ORG;2022;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;;;;3;A;C;;;;;;;5;A;B;;;;;;;22;A;C;;;;;;;;;;
ORG;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;;;;6;D;A;;;;;;;;;;;;;1;C;;195;A;C;;;;;;;;;;
ORG;2022;640003836;USLD CLOS DE L'OUSSE;640791976;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;BÉARN-SOULE;;;;
ORG;2022;640005393;GROUPE RADIOTHER. ET ONCO. TARBES-PAU;650789068;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;BÉARN-SOULE;;;;
ORG;2022;640005591;LES JEUNES CHENES;920030269;;;;;;;;;;;;;;;;;;;;;;9;C;D;;;;0;;;;;;
ORG;2022;640010518;CLINIQUE D'URSUYA;640010468;;;;;;;;;;;;;;;;;;;;;;50;C;;;;;1;1;NAVARRE-CÔTE BASQUE;;;;
ORG;2022;640013298;HAD BEARN ET SOULE;640011508;;;;;;;;;;;;;;;;;;;;;;3;D;;;;;0;;;;;;
ORG;2022;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;;;;1;C;;;;;;;;;;;;;;;;;1;C;;;;;;;;;;;
