BOR;AN;FI;RS;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N1220;3;0;2.99;;61;54;81.21
SMURSAMU_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2120;2;0;1.53;;2;0;1.75
SMURSAMU_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2223;26;5;29.09;;0;0;0
SMURSAMU_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2500;3;0;3;;5;1;5.22
SMURSAMU_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N5140;24;2;24.68;;0;0;0
SMURSAMU_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N9999;63;7;65.07;;68;55;88.18
SMURSAMU_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;M9999;4;0;4;1;;;
SMURSAMU_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;N2223;2;8;6.5;;;;
SMURSAMU_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;N2500;1;2;3.23;;;;
SMURSAMU_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;N5140;3;0;3;;;;
SMURSAMU_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;N9999;6;10;12.73;;;;
SMURSAMU_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;M9999;2;8;4.8;1;;;
SMURSAMU_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;N2223;5;2;5.12;1;;;
SMURSAMU_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;N2500;1;;1;;;;
SMURSAMU_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;N5140;4;1;4.83;0;;;
SMURSAMU_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;N9999;10;3;10.95;;;;
SMURSAMU_P;2020;600000053;CH GHPSO SENLIS;600101984;M9999;4;2;4.05;1;;;
SMURSAMU_P;2020;600000053;CH GHPSO SENLIS;600101984;N1220;;1;0.2;1;;;
SMURSAMU_P;2020;600000053;CH GHPSO SENLIS;600101984;N2120;;1;0.25;1;;;
SMURSAMU_P;2020;600000053;CH GHPSO SENLIS;600101984;N2223;4;1;4.91;1;;;
SMURSAMU_P;2020;600000053;CH GHPSO SENLIS;600101984;N2500;1;;1;;;;
SMURSAMU_P;2020;600000053;CH GHPSO SENLIS;600101984;N5140;4;;4;0;;;
SMURSAMU_P;2020;600000053;CH GHPSO SENLIS;600101984;N9999;9;3;10.36;1;;;
SMURSAMU_P;2020;600000194;CH BEAUVAIS;600100713;M9999;7;16;9.88;1;7;15;5.98
SMURSAMU_P;2020;600000194;CH BEAUVAIS;600100713;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2020;600000194;CH BEAUVAIS;600100713;N1220;1;0;0.03;0;22;3;23.58
SMURSAMU_P;2020;600000194;CH BEAUVAIS;600100713;N2120;1;0;0.46;0;1;0;0.46
SMURSAMU_P;2020;600000194;CH BEAUVAIS;600100713;N2223;18;0;17.2;1;0;0;0
SMURSAMU_P;2020;600000194;CH BEAUVAIS;600100713;N2500;2;0;2;;2;0;2
SMURSAMU_P;2020;600000194;CH BEAUVAIS;600100713;N5140;13;0;13.36;0;0;0;0
SMURSAMU_P;2020;600000194;CH BEAUVAIS;600100713;N9999;35;0;33.05;1;26;4;27.1
SMURSAMU_P;2020;600000285;CH CHICN NOYON;600100721;M1140;0;0;0;1;0;0;0
SMURSAMU_P;2020;600000285;CH CHICN NOYON;600100721;M9999;0;6;1.43;1;0;0;0
SMURSAMU_P;2020;600000285;CH CHICN NOYON;600100721;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2020;600000285;CH CHICN NOYON;600100721;N1220;0;0;0;1;0;0;0
SMURSAMU_P;2020;600000285;CH CHICN NOYON;600100721;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2020;600000285;CH CHICN NOYON;600100721;N2223;0;0;0;1;0;0;0
SMURSAMU_P;2020;600000285;CH CHICN NOYON;600100721;N2500;3;0;2.92;;0;0;0
SMURSAMU_P;2020;600000285;CH CHICN NOYON;600100721;N5140;2;0;1.6;1;0;0;0
SMURSAMU_P;2020;600000285;CH CHICN NOYON;600100721;N9999;5;0;4.52;1;0;0;0
SMURSAMU_P;2020;600000467;CH GHPSO CREIL;600101984;M9999;;6;3.01;1;;;
SMURSAMU_P;2020;600000467;CH GHPSO CREIL;600101984;N2120;;1;0.25;1;;;
SMURSAMU_P;2020;600000467;CH GHPSO CREIL;600101984;N2223;2;5;3.73;1;;;
SMURSAMU_P;2020;600000467;CH GHPSO CREIL;600101984;N5140;8;1;8.81;0;;;
SMURSAMU_P;2020;600000467;CH GHPSO CREIL;600101984;N9999;10;7;12.79;1;;;
SMURSAMU_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;M1140;0;0;0;1;0;0;0
SMURSAMU_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;M9999;14;10;6.28;1;0;0;0
SMURSAMU_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;N1220;0;0;0;1;0;0;0
SMURSAMU_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;N2223;9;1;9.59;1;0;0;0
SMURSAMU_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;N5140;11;0;11;1;0;0;0
SMURSAMU_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;N9999;20;1;20.59;1;0;0;0
SMURSAMU_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;M9999;0;6;2.86;1;0;0;0
SMURSAMU_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N2120;0;1;0.2;;0;0;0
SMURSAMU_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N2223;0;17;5.96;;0;0;0
SMURSAMU_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N5140;0;8;3.46;;0;0;0
SMURSAMU_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N9999;0;26;9.62;;0;0;0
SMURSAMU_P;2020;610000051;CHICAM - SITE ALENCON;610780082;M9999;;12;2.5;;;19;4.28
SMURSAMU_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N1220;;1;0.4;0;18;;16.08
SMURSAMU_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N2120;;1;0.5;0;;1;0.5
SMURSAMU_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N2223;;33;11.67;1;;;0.2
SMURSAMU_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N2500;;;;;;;0.35
SMURSAMU_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N5140;16;;15.06;0;;;
SMURSAMU_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N9999;17;48;29.07;;19;2;17.5
SMURSAMU_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;M9999;;1;1.47;1;;;
SMURSAMU_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N1220;;1;0.2;1;;;
SMURSAMU_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N2120;;1;0.16;1;;;
SMURSAMU_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N2223;2;2;4.22;1;;;
SMURSAMU_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N5140;3;;2.98;0;;;
SMURSAMU_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N9999;5;4;7.56;;;;
SMURSAMU_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;M9999;3;2;1.6;1;;;
SMURSAMU_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N1220;;1;0.1;1;;;
SMURSAMU_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N2120;;1;0.1;1;;;
SMURSAMU_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N2223;;4;1.6;1;;;
SMURSAMU_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N5140;;3;3;0;;;
SMURSAMU_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N9999;;9;4.8;;;;
SMURSAMU_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;M9999;4;1;1.19;;;;
SMURSAMU_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;N2223;2;;2;;;;
SMURSAMU_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;N2500;7;;2.15;;;;
SMURSAMU_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;N5140;3;;0.9;;;;
SMURSAMU_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;N9999;12;;5.05;;;;
SMURSAMU_P;2020;610780108;CHIC DES ANDAINES - DOMFRONT;610790594;M9999;;;0.37;;;;
SMURSAMU_P;2020;610780108;CHIC DES ANDAINES - DOMFRONT;610790594;N2223;;7;3;;;;
SMURSAMU_P;2020;610780108;CHIC DES ANDAINES - DOMFRONT;610790594;N2500;;9;3;;;;
SMURSAMU_P;2020;610780108;CHIC DES ANDAINES - DOMFRONT;610790594;N9999;;16;6;;;;
SMURSAMU_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;M9999;;4;3.16;1;;;
SMURSAMU_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N2120;1;;0.25;1;;;
SMURSAMU_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N2223;;11;3;1;;;
SMURSAMU_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N2500;;11;3;;;;
SMURSAMU_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N9999;1;22;6.25;1;;;
SMURSAMU_P;2020;620000034;CH ARRAS;620100057;M9999;;27;16.09;1;;26;15.03
SMURSAMU_P;2020;620000034;CH ARRAS;620100057;MREG;;27;16.09;1;;26;15.03
SMURSAMU_P;2020;620000034;CH ARRAS;620100057;N1220;1;;1;0;57;1;46.01
SMURSAMU_P;2020;620000034;CH ARRAS;620100057;N2120;;;0.42;0;;;
SMURSAMU_P;2020;620000034;CH ARRAS;620100057;N2223;9;2;15.52;0;;;
SMURSAMU_P;2020;620000034;CH ARRAS;620100057;N2500;2;;3.17;;5;;5.12
SMURSAMU_P;2020;620000034;CH ARRAS;620100057;N5140;9;;10.75;0;;;
SMURSAMU_P;2020;620000034;CH ARRAS;620100057;N9999;21;2;30.86;0;63;2;52.57
SMURSAMU_P;2020;620000224;CH BETHUNE;620100651;M9999;;12;4.5;0;;;
SMURSAMU_P;2020;620000224;CH BETHUNE;620100651;N2120;3;;1.61;1;;;
SMURSAMU_P;2020;620000224;CH BETHUNE;620100651;N2223;6;3;6.75;0;;;
SMURSAMU_P;2020;620000224;CH BETHUNE;620100651;N5140;5;;5;0;;;
SMURSAMU_P;2020;620000224;CH BETHUNE;620100651;N9999;14;3;13.36;;;;
SMURSAMU_P;2020;620000257;CH LENS;620100685;M9999;;14;5.2;1;;;
SMURSAMU_P;2020;620000257;CH LENS;620100685;N2120;1;;1;1;;;
SMURSAMU_P;2020;620000257;CH LENS;620100685;N2223;4;9;7.92;0;;;
SMURSAMU_P;2020;620000257;CH LENS;620100685;N2500;1;2;2.44;;;;
SMURSAMU_P;2020;620000257;CH LENS;620100685;N5140;6;;6;0;;;
SMURSAMU_P;2020;620000257;CH LENS;620100685;N9999;11;11;16.36;;;;
SMURSAMU_P;2020;620000323;CH CALAIS;620101337;M9999;;25;4.89;1;;;
SMURSAMU_P;2020;620000323;CH CALAIS;620101337;N1220;;2;0.3;1;;;
SMURSAMU_P;2020;620000323;CH CALAIS;620101337;N2120;;1;0.15;1;;;
SMURSAMU_P;2020;620000323;CH CALAIS;620101337;N2223;;83;6.25;1;;;
SMURSAMU_P;2020;620000323;CH CALAIS;620101337;N2500;;22;3.45;;;;
SMURSAMU_P;2020;620000323;CH CALAIS;620101337;N9999;;108;10.15;;;;
SMURSAMU_P;2020;620000349;CH REGION DE ST OMER;620101360;M9999;;5;2.34;1;;;
SMURSAMU_P;2020;620000349;CH REGION DE ST OMER;620101360;N2223;7;1;5.75;;;;
SMURSAMU_P;2020;620000349;CH REGION DE ST OMER;620101360;N5140;6;;6;;;;
SMURSAMU_P;2020;620000349;CH REGION DE ST OMER;620101360;N9999;13;1;11.75;;;;
SMURSAMU_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;M9999;;17;5.22;;;;
SMURSAMU_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;N2223;;24;4.3;;;;
SMURSAMU_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;N2500;;5;2;;;;
SMURSAMU_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;N9999;;29;6.3;;;;
SMURSAMU_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;M9999;1;1;1.88;1;;;
SMURSAMU_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N1220;;;;1;;;
SMURSAMU_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2120;0;0;0;1;;;
SMURSAMU_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2223;4;2;5.9;1;;;
SMURSAMU_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2500;2;2;3.5;;;;
SMURSAMU_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N5140;2;;2;1;;;
SMURSAMU_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N9999;8;4;11.4;1;;;
SMURSAMU_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;M9999;6;;5.7;1;1;;1.3
SMURSAMU_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N1220;;;;0;22;6;25.5
SMURSAMU_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N2120;1;;1.02;0;;;
SMURSAMU_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N2223;18;2;19.01;0;;;
SMURSAMU_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N2500;1;;0.57;;;;
SMURSAMU_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N5140;21;;19.99;0;;;
SMURSAMU_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N9999;43;2;42.18;0;22;6;25.5
SMURSAMU_P;2020;630000412;CH D'AMBERT;630780997;M9999;;10;4.06;1;;;
SMURSAMU_P;2020;630000412;CH D'AMBERT;630780997;N2120;;1;0.15;1;;;
SMURSAMU_P;2020;630000412;CH D'AMBERT;630780997;N2223;3;;3;0;;;
SMURSAMU_P;2020;630000412;CH D'AMBERT;630780997;N2500;5;2;5.92;;;;
SMURSAMU_P;2020;630000412;CH D'AMBERT;630780997;N9999;8;3;9.07;1;;;
SMURSAMU_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;M9999;5;11;10;1;;;
SMURSAMU_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;N2120;;1;0.5;1;;;
SMURSAMU_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;N2223;11;5;15.1;1;;;
SMURSAMU_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;N5140;4;2;5.76;1;;;
SMURSAMU_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;N9999;15;8;22.46;1;;;
SMURSAMU_P;2020;630000438;CH DE RIOM;630781011;M9999;7;7;8.9;1;;;
SMURSAMU_P;2020;630000438;CH DE RIOM;630781011;N2120;1;;1;;;;
SMURSAMU_P;2020;630000438;CH DE RIOM;630781011;N2223;6;;6;;;;
SMURSAMU_P;2020;630000438;CH DE RIOM;630781011;N5140;6;1;6.75;;;;
SMURSAMU_P;2020;630000438;CH DE RIOM;630781011;N9999;13;1;13.75;;;;
SMURSAMU_P;2020;630000446;CH DE THIERS;630781029;M9999;4;4;2.49;1;;;
SMURSAMU_P;2020;630000446;CH DE THIERS;630781029;N2120;1;;0.1;1;;;
SMURSAMU_P;2020;630000446;CH DE THIERS;630781029;N2223;9;;3.6;0;;;
SMURSAMU_P;2020;630000446;CH DE THIERS;630781029;N2500;7;1;7.86;;;;
SMURSAMU_P;2020;630000446;CH DE THIERS;630781029;N9999;17;1;11.56;;;;
SMURSAMU_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M1140;1;3;1.76;;0;0;0
SMURSAMU_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M9999;6;6;8.68;;5;2;5.83
SMURSAMU_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N1220;0;0;0;;21;0;17.13
SMURSAMU_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2223;15;3;16.04;;0;0;0
SMURSAMU_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2500;2;0;2;;0;0;1.5
SMURSAMU_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N5140;14;0;13.96;;0;0;0
SMURSAMU_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N9999;31;3;32;;22;0;19.63
SMURSAMU_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;M9999;1;10;4.36;1;;;
SMURSAMU_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N1220;;;;1;;;
SMURSAMU_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2120;;1;0.5;1;;;
SMURSAMU_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2223;6;;6;1;;;
SMURSAMU_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2500;1;;1;;;;
SMURSAMU_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N5140;6;;6.03;1;;;
SMURSAMU_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N9999;13;1;13.53;1;;;
SMURSAMU_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;M9999;;;;1;;;
SMURSAMU_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;MREG;;;5.52;;;;
SMURSAMU_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;N2223;;;4.25;1;;;
SMURSAMU_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;N5140;;;6;0;;;
SMURSAMU_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;N9999;;;10.25;;;;
SMURSAMU_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;M9999;0;5;2.2;;0;17;5.16
SMURSAMU_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N1220;0;0;0;;19;2;18.1
SMURSAMU_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2120;1;0;0.5;;1;0;0.5
SMURSAMU_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2223;6;1;7.54;;0;1;0.01
SMURSAMU_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2500;0;0;0;;0;1;0.01
SMURSAMU_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N5140;16;2;17.49;;0;0;0.2
SMURSAMU_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N9999;23;4;25.63;;20;4;18.82
SMURSAMU_P;2020;650000045;CH LOURDES;650780158;M9999;12;1;3.8;1;;;
SMURSAMU_P;2020;650000045;CH LOURDES;650780158;N2223;19;1;6;1;;;
SMURSAMU_P;2020;650000045;CH LOURDES;650780158;N9999;19;1;6;;;;
SMURSAMU_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;M9999;0;0;0;1;0;0;0
SMURSAMU_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N1220;1;0;0.5;0;13;0;12.52
SMURSAMU_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N2120;1;0;0.5;0;1;0;0.17
SMURSAMU_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N2223;10;3;8.99;0;;;
SMURSAMU_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N2500;10;0;9.5;;2;0;1.5
SMURSAMU_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N5140;13;1;13.55;0;;;
SMURSAMU_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N9999;35;4;33.04;0;16;0;14.19
SMURSAMU_P;2020;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;M9999;0;17;4.11;1;;;
SMURSAMU_P;2020;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;N1220;2;;1.03;;;;
SMURSAMU_P;2020;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;N2223;7;;9.29;;;;
SMURSAMU_P;2020;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;N2500;1;;1.36;;;;
SMURSAMU_P;2020;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;N9999;10;7;11.83;;;;
SMURSAMU_P;2020;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;M9999;;6;3.37;1;;;
SMURSAMU_P;2020;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;N1220;;1;0.25;1;;;
SMURSAMU_P;2020;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;N2120;;2;0.6;1;;;
SMURSAMU_P;2020;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;N2223;3;1;3.84;1;;;
SMURSAMU_P;2020;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;N9999;3;4;4.69;1;;;
SMURSAMU_P;2020;660000084;CH PERPIGNAN;660780180;M9999;6;4;12.38;;;;
SMURSAMU_P;2020;660000084;CH PERPIGNAN;660780180;N2223;7;1;7.5;;;;
SMURSAMU_P;2020;660000084;CH PERPIGNAN;660780180;N5140;14;1;14.9;;;;
SMURSAMU_P;2020;660000084;CH PERPIGNAN;660780180;N9999;24;2;22.4;;;;
SMURSAMU_P;2020;660008947;PLATE FORME SAMU SDIS 66;660780180;M9999;;;;;2;1;5.4
SMURSAMU_P;2020;660008947;PLATE FORME SAMU SDIS 66;660780180;N1220;;;;;25;5;29.7
SMURSAMU_P;2020;660008947;PLATE FORME SAMU SDIS 66;660780180;N2223;;;;;1;;1
SMURSAMU_P;2020;660008947;PLATE FORME SAMU SDIS 66;660780180;N2500;;;;;3;;2.5
SMURSAMU_P;2020;660008947;PLATE FORME SAMU SDIS 66;660780180;N5140;;;;;1;;1
SMURSAMU_P;2020;660008947;PLATE FORME SAMU SDIS 66;660780180;N9999;;;;;30;8;34.2
SMURSAMU_P;2020;660010117;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;660780180;M9999;6;1;0.92;;;;
SMURSAMU_P;2020;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;M9999;2;67;15.39;1;4;127;15.45
SMURSAMU_P;2020;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;MREG;;;;;4;39;13.38
SMURSAMU_P;2020;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;N1220;1;;1;0;38;5;38.67
SMURSAMU_P;2020;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;N2120;2;1;0.49;0;2;1;0.49
SMURSAMU_P;2020;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;N2223;28;5;28.68;0;;;
SMURSAMU_P;2020;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;N2500;;;;;4;;3.24
SMURSAMU_P;2020;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;N5140;19;3;21.93;0;;;
SMURSAMU_P;2020;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;N9999;50;9;52.11;0;45;7;43.4
SMURSAMU_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;M1140;;;;1;;;
SMURSAMU_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;M9999;3;4;6.5;1;;;
SMURSAMU_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;MREG;;;;1;;;
SMURSAMU_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N1220;0;1;0.2;1;;;
SMURSAMU_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N2120;0;1;0.35;1;;;
SMURSAMU_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N2223;5;3;7;1;;;
SMURSAMU_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N2500;5;1;5.2;;;;
SMURSAMU_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N5140;1;1;1.8;1;;;
SMURSAMU_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N9999;11;7;14.55;1;;;
SMURSAMU_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;M9999;4;6;3.65;;;;
SMURSAMU_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N1220;1;;0.25;;;;
SMURSAMU_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N2120;2;;0.02;;;;
SMURSAMU_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N2223;18;7;5.43;;;;
SMURSAMU_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N5140;7;1;6.19;;;;
SMURSAMU_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N9999;28;8;11.89;;;;
SMURSAMU_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;M9999;0;4;1.92;1;;;
SMURSAMU_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N2120;;1;0.1;1;;;
SMURSAMU_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N2223;4;4;6.46;0;;;
SMURSAMU_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N5140;6;0;5.65;0;;;
SMURSAMU_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N9999;10;5;12.21;;;;
SMURSAMU_P;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;M9999;2;5;4.5;0;;;
SMURSAMU_P;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;N2120;1;;0.1;1;;;
SMURSAMU_P;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;N2223;6;;6;0;;;
SMURSAMU_P;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;N5140;6;;6;0;;;
SMURSAMU_P;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;N9999;13;;12.1;;;;
SMURSAMU_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;M1140;3;;1.5;0;;;
