BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFLIB_PM;USP_EFFLIB_PMPAL;USP_EFFLIB_CADRES;USP_EFFLIB_IDE;USP_EFFLIB_IDEPAL;USP_EFFLIB_AIDES;USP_EFFLIB_PSY;USP_EFFLIB_PNMAUT;USP_ETPSAL_PM;USP_ETPSAL_PMPAL;USP_ETPSAL_CADRES;USP_ETPSAL_IDE;USP_ETPSAL_IDEPAL;USP_ETPSAL_AIDES;USP_ETPSAL_PSY;USP_ETPSAL_PNMAUT;EMSP_EFFLIB_PM;EMSP_EFFLIB_PMPAL;EMSP_EFFLIB_CADRES;EMSP_EFFLIB_IDE;EMSP_EFFLIB_IDEPAL;EMSP_EFFLIB_AIDES;EMSP_EFFLIB_PSY;EMSP_EFFLIB_PNMAUT;EMSP_ETPSAL_PM;EMSP_ETPSAL_PMPAL;EMSP_ETPSAL_CADRES;EMSP_ETPSAL_IDE;EMSP_ETPSAL_IDEPAL;EMSP_ETPSAL_AIDES;EMSP_ETPSAL_PSY;EMSP_ETPSAL_PNMAUT
PALIA;2023;690000013;CH MONTGELAS;690780036;1;5;0;0;138;0;;;;;;;1;197;19;7;379;0;315;64;256;;14;17;;;;;;;;;;;;;;;;;;;;;;;;;0.4;0.4;0.1;1;1;;0.8;0.5
PALIA;2023;690000047;CH DE CONDRIEU GABRIEL MONTCHARMONT;690780069;1;3;;;47;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;690000427;CTRE MEDICO-CHIR READAPT. LES MASSUES;750721334;0;;;;;1;1;10;203;;;18;1;57;17;7;756;501;144;112;465;0;6;8;;;;;;;;;1.54;1.54;1.13;8.71;3;8.98;0.57;4.81;;;;;;;;;1.42;1.42;0.14;1.4;0.65;0;0.5;0.45
PALIA;2023;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;0;;;;;0;;;;;;;1;3501;24;6;93;30;53;10;723;6;135;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;;;2.88;;;1.4;1
PALIA;2023;690000583;CH DE BELLEVILLE;690782230;1;4;;;39;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;690000591;CH DE BEAUJEU;690782248;1;4;4;;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;690000625;HNO DE TARARE;690782271;1;3;;;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;690000773;CH DU MONT D'OR;690782925;1;5;0;0;322;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;0;;0;0;0;;;;;;;;;;;;;;;;
PALIA;2023;690000880;CENTRE LEON BERARD;690783220;1;14;0;0;597;1;1;6;395;;;;1;2810;0;0;0;;;;816;;55;134;;;;;;;;;1;1;1;8;1;9.5;0.5;1;;;;;;;;;1.7;1.7;0.1;2;2;0;0.5;1
PALIA;2023;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;1;20;0;0;212;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2023;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;1;2;2;;29;0;;;;;;;1;3113;2;2;1176;1176;3;3;836;4;28;14;;;;;;;;;;;;;;;;;;;;;;;;;1.5;1.5;;1;1;;2;0.2
PALIA;2023;690780366;CLINIQUE MEDICO-CHIRURGICALE CHARCOT;690000203;1;3;0;0;88;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;690780390;POLYCLINIQUE LYON NORD;690000229;1;5;;;124;0;;;;;;;1;3;0;0;2;1;0;1;3;0;0;0;;;;;;;;;0.8;0.8;0.4;4.8;;4.8;0.2;1.5;0;;;;;;;;;;;;;;;
PALIA;2023;690781026;SSR VAL ROSAY;690029723;1;7;7;0;50;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;1;4;0;0;21;1;1;12;237;;;10;1;1125;;1;;;;;600;;83;20;;;;;;;;;2;;0.5;9.58;;9.23;0.39;1.27;;;;;;;;;;;;1;;;0.73;
PALIA;2023;690784137;HOPITAL LYON SUD - HCL;690781810;1;12;;;83;1;1;16;489;;;20;1;1814;12;2;140;29;36;75;922;0;60;7;;;;;;;;;3.95;;0.63;15.66;;11.93;0.7;1.69;;;;;;;;;0.5;;0.37;2.51;;;0.5;0.59
PALIA;2023;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;1;12;0;0;113;0;;;;;;;1;2385;14;4;179;16;52;11;675;22;51;43;;;;;;;;;;;;;;;;;;;;;;;;;1.73;;;1.49;;;0.52;1
PALIA;2023;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;1;4;0;0;44;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;690784186;HOPITAL LOUIS PRADEL - HCL;690781810;1;2;0;0;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;690784194;HOPITAL DES CHARPENNES - HCL;690781810;1;2;;;2;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;690788930;HAD SOINS ET SANTE LYON;690001623;0;;;;;0;;;;;;;1;72;52;0;433;0;34;399;244;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;0.3;;;1.6;0;;;0.6
PALIA;2023;690793468;INFIRMERIE PROTESTANTE;690002068;1;4;;;119;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;690805361;CH ST JOSEPH ST LUC;690805353;1;4;;;76;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;700000011;GH HAUTE SAONE SITE GRAY;700004591;1;3;0;0;25;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;700000029;GH HAUTE SAONE SITE VESOUL;700004591;1;3;0;0;52;0;;;;;;;1;2193;16;0;121;24;28;69;703;0;68;39;;;;;;;;;1.3;1.3;;;;;;;;;;;;;;;1.7;3;0.1;2;3;0;0.8;1
PALIA;2023;700780059;GH HAUTE SAONE SITE LUXEUIL;700004591;1;1;0;0;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;;;;;;
PALIA;2023;700780208;GH HAUTE SAONE SITE LURE;700004591;1;1;0;0;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;710006859;POLYCLINIQUE DU VAL DE SAONE;710000118;1;4;0;0;122;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;1;6;0;0;283;0;;;;;;;1;622;;;433;;;;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0.91;;;0.5;0.5
PALIA;2023;710780917;HOPITAL PRIVE SAINTE MARIE;710000274;1;6;;;130;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;710978107;HOPITAL LOCAL CHAGNY;710781592;1;3;0;0;87;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;710978123;CH PAYS CHAROLAIS BRIONNAIS LA CLAYETT;710780644;1;2;;;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;710978131;CENTRE HOSPITALIER DU CLUNISOIS;710781089;1;3;;;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;710978156;CENTRE HOSPITALIER BRESSE LOUHANNAISE;710780214;1;3;;;72;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;710978180;CENTRE HOSPITALIER BELNAY;710781360;1;3;;;35;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;1;6;;;334;0;;;;;;;1;5873;28;;669;;219;423;1195;;28;31;;;;;;;;;;;;;;;;;;;;;;;;;1.4;;;2;;;0.4;1.43
PALIA;2023;710978289;CH LES CHANAUX MACON;710780263;0;;;;;1;1;10;213;;;;1;2227;13;6;935;254;261;420;691;0;69;104;;;;;;;;;1;1;0.5;9.43;;12.43;0.7;2.4;;;;;;;;;0.8;0.8;;1.8;;;1.2;0.5
PALIA;2023;710978313;CENTRE HOSPITALIER JEAN BOUVERI;710976705;1;8;0;0;140;0;;;;;;;1;395;22;4;300;34;108;158;404;0;48;42;;;;;;;;;1.54;0.37;;9.73;;8.75;0.88;3.51;;;;;;;;;1.37;0.37;;2.17;1;;0.7;0.45
PALIA;2023;710978347;HOTEL DIEU DU CREUSOT;570010181;1;5;2;0;46;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;720000033;CENTRE HOSPITALIER DU MANS;720000025;1;13;0;0;142;0;;;;;;;1;1340;0;0;0;;;;784;0;65;24;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0.2;1.8;0.8;;0.67;0.39
PALIA;2023;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;720000066;1;5;0;0;35;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;720000249;CLINIQUE VICTOR HUGO;720000645;1;14;;;453;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;720000389;CENTRE MEDICAL GEORGES COULON;720012749;1;13;10;;47;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;720000413;CENTRE SSR FRANÇOIS GALLOUEDEC PARIGNE;720008390;1;10;10;;290;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;720000470;CENTRE HOSPITALIER MAMERS;610780082;1;10;10;;184;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;720000520;CENTRE HOSPITALIER ST CALAIS;720000140;1;3;;;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;720001437;CH PAUL CHAPRON;720006022;1;2;;;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;720016179;POLE SANTE SARTHE ET LOIR;720016724;1;2;0;0;44;0;;;;;;;1;159;5;0;161;0;4;157;133;0;;15;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;
PALIA;2023;720016823;SSR CENTRE MEDICAL GEORGES COULON;720012749;1;7;7;0;84;0;;;;;;;1;11;55;22;1008;56;28;924;312;0;162;36;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;0.54;2.65;;0;1.9;1.26
PALIA;2023;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;720000561;1;3;;;18;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;730000031;CHMS CHAMBERY NH;730000015;1;4;;;204;1;1;10;175;;;;1;1299;26;4;59;;59;;633;;141;77;;;;;;;;;2.06;2.06;0.5;9.74;;10.61;0.75;1.23;;;;;;;;;2.3;2.3;0.25;1.79;;0;0.25;0.25
PALIA;2023;730000049;CH DE MOUTIERS;730002839;1;3;;;41;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;1;3;0;0;52;0;;;;;;;1;1886;5;1;169;0;116;53;324;0;26;7;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;0.1;1.43;;;;0.75
PALIA;2023;730000098;CHMS AIX GRAND PORT;730000015;1;8;4;;158;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;;;;;;;;;;;;;;;;
PALIA;2023;730000262;CH D'ALBERTVILLE;730002839;1;3;;;242;0;;;;;;;1;1403;3;1;12;6;0;0;471;0;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.75;;;0.5;0.5
PALIA;2023;730000270;CH MICHEL DUBETTIER;730780558;1;6;6;;68;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;730010048;1;10;0;0;218;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;730780475;SSR ARC EN CIEL - TRESSERVE;690029723;1;10;10;0;98;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;1;5;0;0;53;0;;;;;;;1;3138;25;15;120;44;37;39;650;;99;9;;;;;;;;;0.67;0.67;;;;;;0.8;;;;;;;;;1.1;1.1;0.15;1.6;;;0.5;0.18
PALIA;2023;740000286;CH DUFRESNE SOMMEILLER;740781190;0;;;;;1;1;10;169;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;0;;;;;0;;;;;;;1;1360;10;0;332;112;184;36;299;;60;7;;;;;;;;;;;;;;;;;;;;;;;;;1.1;1.1;0.15;1.6;;0.23;0.5;0.58
PALIA;2023;740000328;HOPITAUX DU LEMAN;740790381;1;4;0;0;70;0;;;;;;;1;3353;10;5;49;;26;23;518;12;71;34;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;0.1;0.92;;;0.5;1.08
PALIA;2023;740014345;HOPITAL PRIVE PAYS DE SAVOIE;740000617;1;6;0;0;114;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;740014691;CENTRE CANCEROLOGIE LES PRAZ DE L'ARVE;740780168;0;;;;;1;1;12;215;0;0;0;0;;;;;;;;;;;;;;;;;;;;1.54;;1;6.8;;6.33;;;;;;;;;;;0.55;;;;;;0.35;0.32
PALIA;2023;740016696;SSR LA MARTERAYE SITE SEYNOD;690793195;1;9;9;;60;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;740780143;ETAB. DE SS D'EVIAN MGEN CAMILLE BLANC;750005068;1;6;6;0;83;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;740780424;CLINIQUE GENERALE D'ANNECY;740000120;1;6;0;0;96;0;;;;;;;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2023;740781141;CH ALPES LEMAN;740790258;1;6;0;0;223;0;;;;;;;1;1843;12;11;37;12;25;0;644;16;49;55;;;;;;;;;;;;;;;;;;;;;;;;;0.96;;;1.12;;1;0.5;0.17
PALIA;2023;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;1;6;;;35;0;;;;;;;1;328;3;0;87;3;20;64;1352;0;69;29;;;;;;;;;;;;;;;;;;;;;;;;;0.62;0.62;0.5;1;1;;;
PALIA;2023;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;0;;;;;0;;;;;;;1;242;0;0;0;0;0;0;80;7;15;6;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;0.3;;;;
PALIA;2023;750041543;HU PARIS NORD SITE BRETONNEAU APHP;750712184;0;;;;;1;1;20;299;;;;1;50;;0;1;0;0;0;50;0;3;4;;;;;;;;;3.4;1.4;0.9;15;0;20;1.5;0.5;;;;;;;;;0.1;0.1;0;0.1;0;0;0.1;0
PALIA;2023;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;1;4;;;;0;;;;;;;1;1925;0;0;0;0;0;0;592;0;146;52;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1.8;1.8;0.2;2;2;0;0.5;0.4
PALIA;2023;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;1;15;;;367;0;;;;;;;1;2542;0;0;0;0;0;0;689;0;117;45;;;;;;;;;;;;;;;;;;;;;;;;;1.8;1.8;0.2;2.8;2.8;0;0.5;0.5
PALIA;2023;750100083;HU EST PARISIEN SITE ROTHSCHILD APHP;750712184;0;;;;;0;;;;;;;1;1445;;;;;;;130;;50;25;;;;;;;;;;;;;;;;;;;;;;;;;0.4;0.4;0.1;1;1;0;0.5;0
PALIA;2023;750100091;HU EST PARISIEN SITE ST ANTOINE APHP;750712184;1;9;0;0;69;0;;;;;;;1;1996;;;;;;;424;;10;18;;;;;;;;;;;;;;;;;;;;;;;;;1.1;1.1;0;0.7;0.7;0;1.7;0.05
PALIA;2023;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;1;4;0;4;53;0;;;;;;;1;2358;;;;;;;105;;50;25;;;;;;;;;1;1;0.2;1;1;;;0.5;;;;;;;;;;;;;;;;
PALIA;2023;750100125;HU PITIE SALPETRIERE APHP;750712184;1;2;;;380;0;;;;;;;1;4070;;;;;;;823;;200;400;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0.5;5;5;0.8;1;3
PALIA;2023;750100166;HU PARIS CENTRE SITE COCHIN APHP;750712184;1;13;;;118;0;;;;;;;1;3690;;3;10;10;;;842;;108;63;;;;;;;;;;;;;;;;;;;;;;;;;4.3;;0.1;2.8;;;;1
PALIA;2023;750100208;HU NECKER ENFANTS MALADES APHP;750712184;0;;;;;0;;;;;;;1;6429;;;5;;;5;695;;150;170;;;;;;;;;;;;;;;;;;;;;;;;;3.6;3.6;0.5;2.5;2.5;0;1;0.5
PALIA;2023;750100216;HU PARIS OUEST SITE VAUGIRARD APHP;750712184;0;;;;;0;;;;;;;1;755;;;;;;;64;;21;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;0.2;;0.2;;;0.5;
PALIA;2023;750100232;HU PARIS NORD SITE BICHAT APHP;750712184;1;16;1;;105;0;;;;;;;1;8999;;;;;;;892;2;27;48;;;;;;;;;;;;;;;;;;;;;;;;;1.31;1.31;;2.1;1;;1;2
PALIA;2023;750100273;HU EST PARISIEN SITE TENON APHP;750712184;1;11;;;186;0;;;;;;;1;2212;;;;;;;293;;50;25;;;;;;;;;;;;;;;;;;;;;;;;;1.6;1.6;0.1;1.6;1.6;;1.2;0.5
PALIA;2023;750100299;HU PARIS IDF SITE SAINTE PERINE APHP;750712184;0;;;;;1;1;10;158;;;;1;1096;;;;;;;203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;750150104;INSTITUT MUTUALISTE MONTSOURIS;750720476;0;;;;;0;;;;;;;1;212;;5;;;;;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;;;0.3;;;0.3;
PALIA;2023;750150146;HOPITAL LEOPOLD BELLAN;750720609;1;4;;;54;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;750150187;MAISON MEDICALE JEANNE GARNIER;750000143;0;;;;;1;1;81;1477;;;;1;0;0;7;5500;5500;;;1000;;;200;;;;;;;;;16.81;12.63;0.19;58.35;;68.17;2.4;48.19;;;;;;;;;3.35;3.35;;4.65;;;1.28;
PALIA;2023;750150237;HOPITAL DE LA CROIX SAINT SIMON;750006728;0;;;;;0;;;;;;;1;1656;0;0;0;0;0;0;412;;15;5;;;;;;;;;;;;;;;;;;;;;;;;;1.7;;;1;;;0.5;0.7
PALIA;2023;750150260;HOPITAL DES DIACONESSES;750006728;0;;;;;1;1;25;355;;;;0;;;;;;;;;;;;;;;;;;;;6.89;;1.41;21.34;;16.49;2.31;6.14;;;;;;;;;;;;;;;;
PALIA;2023;750150286;HOPITAL JEAN JAURES;570010181;0;;;;;1;1;40;199;0;0;1;0;;;;;;;;;;;;;;0;;;;;;6.35;3;1;12.77;;13.05;1;;;;;;;;;;;;;;;;;
PALIA;2023;750150344;HOPITAL PRIVE COGNACQ JAY;750720468;0;;;;;1;1;36;647;;;;0;;;;;;;;;;;;5;5;1;19;2;26;2;6;5;5;1.08;23.34;2;30.1;1.4;5.26;;;;;;;;;;;;;;;;
PALIA;2023;750160012;CLCC INSTITUT CURIE;750813321;1;32;;;709;0;;;;;;;1;2531;0;0;0;;;;661;24;100;97;;;;;;;;;;;;;;;;;;;;;;;;;4.4;2;1;6;6;0;1;2
PALIA;2023;750300360;HOPITAL PRIVE DES PEUPLIERS;750026569;1;6;;;5;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2023;750300766;CLINIQUE BIZET;750056145;1;4;;;48;0;;;;;;;1;4;;1;;;;;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;750801441;HU PARIS CENTRE SITE BROCA APHP;750712184;0;;;;;0;;;;;;;1;1698;;;;;;;362;;20;60;;;;;;;;;;;;;;;;;;;;;;;;;0.7;0.7;;0.5;0.5;;0.5;
PALIA;2023;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;1;6;;;72;0;;;;;;;1;1529;;;;;;;313;;55;120;;;;;;;;;;;;;;;;;;;;;;;;;1.5;;0.1;2;;;;1.2
PALIA;2023;750803454;HU ROBERT DEBRE APHP;750712184;0;;;;;0;;;;;;;1;1027;0;0;10;3;7;0;118;0;150;10;;;;;;;;;;;;;;;;;;;;;;;;;0.7;0.7;0.2;1;1;0;1;1.2
PALIA;2023;760000018;CH DIEPPE;760780023;1;11;4;0;56;0;;;;;;;1;2153;12;3;15;5;10;0;536;;3;32;;;;;;;;;;;;;;;;;;;;;;;;;1.3;1.3;0.1;1.5;1.5;0;1;0
PALIA;2023;760000042;CH EU;760780056;1;1;0;0;17;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2023;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;1;4;;;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;24;;;213;1;1;12;357;;;;1;4414;60;17;74;21;53;;749;12;36;128;;;;;;;;;2.5;;;11.09;;11.23;0.5;2.46;;;;;;;;;2.6;;0.38;4.14;;;2.1;2.86
PALIA;2023;760000166;CRLCC HENRI BECQUEREL ROUEN;760780247;1;12;0;0;113;0;;;;;;;1;2426;0;;;;;;456;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.5;1;1;0;1.6;2.4
PALIA;2023;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;1;7;7;0;38;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;1;5;0;0;63;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;1;4;0;0;261;0;;;;;;;1;114;2;;;;;;192;0;32;7;;;;;;;;;;;;;;;;;;;;;;;;;0.2;0.2;0.1;1;1;0;0.5;0.2
PALIA;2023;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1;9;2;;141;0;;;;;;;1;1979;7;3;0;;;;770;;;10;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0.1;0.95;0.95;0.9;1.07;1.53
PALIA;2023;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;1;5;;;156;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;760025312;CLINIQUE MATHILDE ROUEN;760000315;1;6;;;197;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;760780510;CLINIQUE DU CEDRE;760000257;1;4;0;0;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;1;2;;2;;;;;;;;;;;;;;;;;;
PALIA;2023;760780619;CLINIQUE SAINT-HILAIRE ROUEN;760000307;1;5;;;121;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760000414;1;8;;;152;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;1;8;8;0;62;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;1;16;;;126;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;0.5;5.98;;7.85;0.5;2.26;;;;;;;;;;;;;;;;
PALIA;2023;760783530;HOPITAL DE OISSEL CHU ROUEN;760780239;1;3;3;;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1;8;7;0;58;1;1;10;253;;;;1;2355;20;10;163;68;95;0;1164;;219;83;;;;;;;;;1.4;;;8.75;0.15;10.3;1;4.02;;;;;;;;;2;;;1.99;1.66;;1.5;1.5
PALIA;2023;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;1;2;;;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;770000131;CH DE COULOMMIERS;770021145;1;8;;;48;0;;;;;;;1;2450;;;;;;;239;;86;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1.02;0.8
